SetPoint,Timestamp,Chamber temperature,Reference temperature,DUT temperature
30,"19.01.2021 15:37:07",23.129,20.61,20.0625
30,"19.01.2021 15:37:11",24.046,20.79,20.1875
30,"19.01.2021 15:37:15",24.862,20.99,20.3125
30,"19.01.2021 15:37:19",25.784,21.14,20.4375
30,"19.01.2021 15:37:22",26.689,21.38,20.625
30,"19.01.2021 15:37:26",27.302,21.6,20.8125
30,"19.01.2021 15:37:30",27.759,21.82,21
30,"19.01.2021 15:37:34",27.978,21.96,21.1875
30,"19.01.2021 15:37:38",28.008,22.13,21.3125
30,"19.01.2021 15:37:42",28.007,22.27,21.5
30,"19.01.2021 15:37:46",27.795,22.35,21.625
30,"19.01.2021 15:37:49",27.564,22.45,21.75
30,"19.01.2021 15:37:53",27.279,22.51,21.8125
30,"19.01.2021 15:37:57",27.158,22.55,21.9375
30,"19.01.2021 15:38:01",27.05,22.61,22
30,"19.01.2021 15:38:05",27.036,22.69,22.0625
30,"19.01.2021 15:38:09",27.156,22.79,22.125
30,"19.01.2021 15:38:13",27.474,22.88,22.25
30,"19.01.2021 15:38:16",27.834,23,22.3125
30,"19.01.2021 15:38:20",28.079,23.15,22.4375
30,"19.01.2021 15:38:24",28.386,23.27,22.5625
30,"19.01.2021 15:38:28",28.656,23.41,22.625
30,"19.01.2021 15:38:32",28.839,23.55,22.75
30,"19.01.2021 15:38:36",29.057,23.71,22.875
30,"19.01.2021 15:38:39",29.261,23.81,23
30,"19.01.2021 15:38:43",29.365,23.96,23.125
30,"19.01.2021 15:38:47",29.473,24.09,23.1875
30,"19.01.2021 15:38:51",29.598,24.19,23.3125
30,"19.01.2021 15:38:55",29.634,24.32,23.4375
30,"19.01.2021 15:38:59",29.685,24.45,23.5625
30,"19.01.2021 15:39:03",29.746,24.56,23.625
30,"19.01.2021 15:39:06",29.805,24.65,23.75
30,"19.01.2021 15:39:10",29.856,24.78,23.8125
30,"19.01.2021 15:39:14",29.891,24.9,23.9375
30,"19.01.2021 15:39:18",29.918,24.99,24.0625
30,"19.01.2021 15:39:22",29.937,25.08,24.125
30,"19.01.2021 15:39:26",29.945,25.19,24.25
30,"19.01.2021 15:39:30",29.953,25.29,24.3125
30,"19.01.2021 15:39:33",29.956,25.38,24.375
30,"19.01.2021 15:39:37",29.959,25.48,24.4375
30,"19.01.2021 15:39:41",29.962,25.57,24.5625
30,"19.01.2021 15:39:45",29.965,25.65,24.625
30,"19.01.2021 15:39:49",29.968,25.75,24.6875
30,"19.01.2021 15:39:53",29.972,25.84,24.75
30,"19.01.2021 15:39:56",29.975,25.94,24.8125
30,"19.01.2021 15:40:00",29.978,26,24.9375
30,"19.01.2021 15:40:04",29.981,26.1,25
30,"19.01.2021 15:40:08",29.984,26.19,25.0625
30,"19.01.2021 15:40:12",29.987,26.25,25.125
30,"19.01.2021 15:40:16",29.988,26.33,25.1875
30,"19.01.2021 15:40:20",29.99,26.43,25.25
30,"19.01.2021 15:40:23",29.992,26.48,25.3125
30,"19.01.2021 15:40:27",29.993,26.57,25.375
30,"19.01.2021 15:40:31",29.994,26.65,25.4375
30,"19.01.2021 15:40:35",29.995,26.73,25.5
30,"19.01.2021 15:40:39",29.996,26.78,25.5625
30,"19.01.2021 15:40:43",29.996,26.86,25.625
30,"19.01.2021 15:40:46",29.997,26.93,25.6875
30,"19.01.2021 15:40:50",29.997,26.98,25.75
30,"19.01.2021 15:40:54",29.998,27.05,25.8125
30,"19.01.2021 15:40:58",29.998,27.12,25.875
30,"19.01.2021 15:41:02",29.999,27.19,25.9375
30,"19.01.2021 15:41:06",29.999,27.25,26
30,"19.01.2021 15:41:10",29.998,27.32,26
30,"19.01.2021 15:41:13",29.999,27.38,26.0625
30,"19.01.2021 15:41:17",30,27.42,26.125
30,"19.01.2021 15:41:21",29.999,27.48,26.1875
30,"19.01.2021 15:41:25",30,27.54,26.25
30,"19.01.2021 15:41:29",30.001,27.6,26.3125
30,"19.01.2021 15:41:33",30,27.64,26.3125
30,"19.01.2021 15:41:37",30,27.7,26.375
30,"19.01.2021 15:41:40",29.992,27.75,26.4375
30,"19.01.2021 15:41:44",29.993,27.79,26.5
30,"19.01.2021 15:41:48",29.996,27.87,26.5
30,"19.01.2021 15:41:52",30,27.92,26.5625
30,"19.01.2021 15:41:56",30.003,27.97,26.625
30,"19.01.2021 15:42:00",30.004,27.99,26.6875
30,"19.01.2021 15:42:04",30.004,28.04,26.6875
30,"19.01.2021 15:42:08",30.004,28.09,26.75
30,"19.01.2021 15:42:11",30.003,28.15,26.8125
30,"19.01.2021 15:42:15",30.002,28.18,26.8125
30,"19.01.2021 15:42:19",30.001,28.22,26.875
30,"19.01.2021 15:42:23",30.001,28.27,26.9375
30,"19.01.2021 15:42:27",30.001,28.3,27
30,"19.01.2021 15:42:31",30.001,28.34,27
30,"19.01.2021 15:42:35",30.001,28.38,27.0625
30,"19.01.2021 15:42:38",30,28.42,27.0625
30,"19.01.2021 15:42:42",30.001,28.47,27.125
30,"19.01.2021 15:42:46",29.999,28.5,27.1875
30,"19.01.2021 15:42:50",30,28.53,27.1875
30,"19.01.2021 15:42:54",30,28.56,27.25
30,"19.01.2021 15:42:58",30,28.6,27.3125
30,"19.01.2021 15:43:01",30.001,28.63,27.3125
30,"19.01.2021 15:43:05",30.001,28.66,27.375
30,"19.01.2021 15:43:09",30,28.69,27.375
30,"19.01.2021 15:43:13",30,28.72,27.4375
30,"19.01.2021 15:43:17",30.001,28.77,27.4375
30,"19.01.2021 15:43:21",30.001,28.79,27.5
30,"19.01.2021 15:43:25",30,28.82,27.5
30,"19.01.2021 15:43:28",30.001,28.85,27.5625
30,"19.01.2021 15:43:32",30.001,28.88,27.5625
30,"19.01.2021 15:43:36",30,28.9,27.625
30,"19.01.2021 15:43:40",30,28.93,27.625
30,"19.01.2021 15:43:44",30,28.96,27.6875
30,"19.01.2021 15:43:48",30,28.97,27.75
30,"19.01.2021 15:43:52",30.001,28.99,27.75
30,"19.01.2021 15:43:55",30,29.03,27.75
30,"19.01.2021 15:43:59",30,29.06,27.8125
30,"19.01.2021 15:44:03",30.001,29.08,27.8125
30,"19.01.2021 15:44:07",30,29.11,27.875
30,"19.01.2021 15:44:11",30.001,29.13,27.875
30,"19.01.2021 15:44:15",30,29.15,27.9375
30,"19.01.2021 15:44:19",30.001,29.18,27.9375
30,"19.01.2021 15:44:22",30,29.2,28
30,"19.01.2021 15:44:26",30.001,29.22,28
30,"19.01.2021 15:44:30",30,29.24,28.0625
30,"19.01.2021 15:44:34",30.001,29.26,28.0625
30,"19.01.2021 15:44:38",30,29.28,28.0625
30,"19.01.2021 15:44:42",30.001,29.29,28.125
30,"19.01.2021 15:44:45",30,29.31,28.125
30,"19.01.2021 15:44:49",30.001,29.34,28.125
30,"19.01.2021 15:44:53",30,29.36,28.1875
30,"19.01.2021 15:44:57",30,29.37,28.1875
30,"19.01.2021 15:45:01",30,29.39,28.25
30,"19.01.2021 15:45:05",30,29.41,28.25
30,"19.01.2021 15:45:08",30.001,29.43,28.25
30,"19.01.2021 15:45:12",30,29.44,28.3125
30,"19.01.2021 15:45:16",30,29.46,28.3125
30,"19.01.2021 15:45:20",30.001,29.47,28.3125
30,"19.01.2021 15:45:24",30,29.48,28.3125
30,"19.01.2021 15:45:28",30,29.49,28.375
30,"19.01.2021 15:45:32",30,29.51,28.375
30,"19.01.2021 15:45:35",30,29.52,28.375
30,"19.01.2021 15:45:39",30,29.54,28.4375
30,"19.01.2021 15:45:43",30,29.55,28.4375
30,"19.01.2021 15:45:47",30,29.57,28.5
30,"19.01.2021 15:45:51",30,29.58,28.5
30,"19.01.2021 15:45:55",30.001,29.59,28.5
30,"19.01.2021 15:45:59",30,29.6,28.5625
30,"19.01.2021 15:46:02",30,29.61,28.5625
30,"19.01.2021 15:46:06",30,29.64,28.5625
30,"19.01.2021 15:46:10",30.001,29.65,28.5625
30,"19.01.2021 15:46:14",30,29.66,28.625
30,"19.01.2021 15:46:18",30,29.67,28.625
30,"19.01.2021 15:46:22",30,29.69,28.625
30,"19.01.2021 15:46:26",30,29.7,28.625
30,"19.01.2021 15:46:29",30,29.72,28.6875
30,"19.01.2021 15:46:33",30,29.72,28.6875
30,"19.01.2021 15:46:37",30,29.74,28.6875
30,"19.01.2021 15:46:41",30,29.75,28.75
30,"19.01.2021 15:46:45",30,29.75,28.75
30,"19.01.2021 15:46:49",30.001,29.77,28.75
30,"19.01.2021 15:46:53",30,29.78,28.75
30,"19.01.2021 15:46:56",30,29.78,28.75
30,"19.01.2021 15:47:00",30,29.79,28.8125
30,"19.01.2021 15:47:04",30,29.8,28.8125
30,"19.01.2021 15:47:08",30,29.81,28.8125
30,"19.01.2021 15:47:12",30,29.82,28.8125
30,"19.01.2021 15:47:16",30,29.83,28.875
30,"19.01.2021 15:47:20",30,29.84,28.875
30,"19.01.2021 15:47:23",30,29.84,28.875
30,"19.01.2021 15:47:27",30,29.85,28.875
30,"19.01.2021 15:47:31",30,29.86,28.875
30,"19.01.2021 15:47:35",30,29.87,28.9375
30,"19.01.2021 15:47:39",30,29.88,28.9375
30,"19.01.2021 15:47:43",30,29.88,28.9375
30,"19.01.2021 15:47:46",30,29.89,28.9375
30,"19.01.2021 15:47:50",30,29.9,28.9375
30,"19.01.2021 15:47:54",30,29.9,29
30,"19.01.2021 15:47:58",30,29.91,29
30,"19.01.2021 15:48:02",30,29.92,29
30,"19.01.2021 15:48:06",30,29.92,29
30,"19.01.2021 15:48:10",30,29.94,29
30,"19.01.2021 15:48:13",30,29.95,29
30,"19.01.2021 15:48:17",30,29.95,29.0625
30,"19.01.2021 15:48:21",30,29.96,29.0625
30,"19.01.2021 15:48:25",30,29.97,29.0625
30,"19.01.2021 15:48:29",30,29.97,29.0625
30,"19.01.2021 15:48:33",30,29.98,29.0625
30,"19.01.2021 15:48:37",30,29.98,29.0625
30,"19.01.2021 15:48:40",30,29.98,29.125
30,"19.01.2021 15:48:44",30,29.98,29.125
30,"19.01.2021 15:48:48",30,29.99,29.125
30,"19.01.2021 15:48:52",30,30,29.125
30,"19.01.2021 15:48:56",30,30,29.125
30,"19.01.2021 15:49:00",30,30,29.125
30,"19.01.2021 15:49:04",30,30.01,29.1875
30,"19.01.2021 15:49:07",30,30.02,29.1875
30,"19.01.2021 15:49:11",30,30.02,29.1875
30,"19.01.2021 15:49:15",30,30.02,29.1875
30,"19.01.2021 15:49:19",30,30.03,29.1875
30,"19.01.2021 15:49:23",30,30.04,29.1875
30,"19.01.2021 15:49:27",30,30.04,29.1875
30,"19.01.2021 15:49:30",30,30.04,29.1875
30,"19.01.2021 15:49:34",30,30.05,29.25
30,"19.01.2021 15:49:38",30,30.05,29.25
30,"19.01.2021 15:49:42",30,30.06,29.25
30,"19.01.2021 15:49:46",30,30.06,29.25
30,"19.01.2021 15:49:50",30,30.06,29.25
30,"19.01.2021 15:49:54",30,30.07,29.25
30,"19.01.2021 15:49:57",30,30.07,29.25
30,"19.01.2021 15:50:01",30,30.08,29.25
30,"19.01.2021 15:50:05",30,30.08,29.25
30,"19.01.2021 15:50:09",30,30.08,29.3125
30,"19.01.2021 15:50:13",30,30.08,29.3125
30,"19.01.2021 15:50:17",30,30.09,29.3125
30,"19.01.2021 15:50:21",30,30.09,29.3125
30,"19.01.2021 15:50:25",30,30.1,29.3125
30,"19.01.2021 15:50:28",30,30.1,29.3125
30,"19.01.2021 15:50:32",30,30.1,29.3125
30,"19.01.2021 15:50:36",30,30.11,29.3125
30,"19.01.2021 15:50:40",30,30.11,29.3125
30,"19.01.2021 15:50:44",30,30.11,29.375
30,"19.01.2021 15:50:48",30,30.12,29.375
30,"19.01.2021 15:50:52",30,30.12,29.375
30,"19.01.2021 15:50:55",30,30.12,29.375
30,"19.01.2021 15:50:59",30,30.12,29.375
30,"19.01.2021 15:51:03",30,30.13,29.375
30,"19.01.2021 15:51:07",30,30.13,29.375
30,"19.01.2021 15:51:11",30,30.13,29.375
30,"19.01.2021 15:51:15",30,30.14,29.375
30,"19.01.2021 15:51:18",30,30.14,29.375
30,"19.01.2021 15:51:22",30,30.14,29.4375
30,"19.01.2021 15:51:26",30,30.14,29.4375
30,"19.01.2021 15:51:30",30,30.14,29.4375
30,"19.01.2021 15:51:34",30,30.15,29.4375
30,"19.01.2021 15:51:38",30,30.15,29.4375
30,"19.01.2021 15:51:42",30,30.15,29.4375
30,"19.01.2021 15:51:45",30,30.15,29.4375
30,"19.01.2021 15:51:49",30,30.16,29.4375
30,"19.01.2021 15:51:53",30,30.16,29.4375
30,"19.01.2021 15:51:57",30,30.16,29.4375
30,"19.01.2021 15:52:01",30,30.16,29.4375
30,"19.01.2021 15:52:05",30,30.17,29.4375
30,"19.01.2021 15:52:09",30,30.17,29.4375
30,"19.01.2021 15:52:12",30,30.17,29.4375
30,"19.01.2021 15:52:16",30,30.17,29.4375
30,"19.01.2021 15:52:20",30,30.17,29.4375
30,"19.01.2021 15:52:24",30,30.18,29.5
30,"19.01.2021 15:52:28",30,30.18,29.5
30,"19.01.2021 15:52:32",30,30.18,29.5
30,"19.01.2021 15:52:36",30,30.18,29.5
30,"19.01.2021 15:52:39",30,30.18,29.5
30,"19.01.2021 15:52:43",30,30.18,29.5
30,"19.01.2021 15:52:47",30,30.19,29.5
30,"19.01.2021 15:52:51",30,30.19,29.5
30,"19.01.2021 15:52:55",30,30.19,29.5
30,"19.01.2021 15:52:59",30,30.19,29.5
30,"19.01.2021 15:53:02",30,30.19,29.5
30,"19.01.2021 15:53:06",30,30.19,29.5
30,"19.01.2021 15:53:10",30,30.2,29.5
30,"19.01.2021 15:53:14",30,30.2,29.5625
30,"19.01.2021 15:53:18",30,30.2,29.5625
30,"19.01.2021 15:53:22",30,30.2,29.5
30,"19.01.2021 15:53:26",30,30.2,29.5625
30,"19.01.2021 15:53:29",30,30.2,29.5625
30,"19.01.2021 15:53:33",30,30.2,29.5625
30,"19.01.2021 15:53:37",30,30.21,29.5625
30,"19.01.2021 15:53:41",30,30.21,29.5625
30,"19.01.2021 15:53:45",30,30.21,29.5625
30,"19.01.2021 15:53:49",30,30.21,29.5625
30,"19.01.2021 15:53:52",30,30.21,29.5625
30,"19.01.2021 15:53:56",30,30.21,29.5625
30,"19.01.2021 15:54:00",30,30.23,29.5625
30,"19.01.2021 15:54:04",30,30.23,29.5625
30,"19.01.2021 15:54:08",30,30.23,29.5625
30,"19.01.2021 15:54:12",30,30.23,29.5625
30,"19.01.2021 15:54:16",30,30.23,29.5625
30,"19.01.2021 15:54:19",30,30.23,29.5625
30,"19.01.2021 15:54:23",30,30.23,29.5625
30,"19.01.2021 15:54:27",30,30.23,29.5625
30,"19.01.2021 15:54:31",30,30.23,29.5625
30,"19.01.2021 15:54:35",30,30.24,29.5625
30,"19.01.2021 15:54:39",30,30.24,29.625
30,"19.01.2021 15:54:42",30,30.24,29.625
30,"19.01.2021 15:54:46",30,30.24,29.625
30,"19.01.2021 15:54:50",30,30.24,29.625
30,"19.01.2021 15:54:54",30,30.24,29.625
30,"19.01.2021 15:54:58",30,30.24,29.625
30,"19.01.2021 15:55:02",30,30.24,29.625
30,"19.01.2021 15:55:06",30,30.24,29.625
30,"19.01.2021 15:55:09",30,30.24,29.625
30,"19.01.2021 15:55:13",30,30.24,29.625
30,"19.01.2021 15:55:17",30,30.25,29.625
30,"19.01.2021 15:55:21",30,30.25,29.625
30,"19.01.2021 15:55:25",30,30.25,29.625
30,"19.01.2021 15:55:29",30,30.25,29.625
30,"19.01.2021 15:55:33",30,30.25,29.625
30,"19.01.2021 15:55:36",30,30.25,29.625
30,"19.01.2021 15:55:40",30,30.25,29.625
30,"19.01.2021 15:55:44",30,30.25,29.625
30,"19.01.2021 15:55:48",30,30.25,29.625
30,"19.01.2021 15:55:52",30,30.26,29.625
30,"19.01.2021 15:55:56",30,30.25,29.625
30,"19.01.2021 15:56:00",30,30.25,29.625
30,"19.01.2021 15:56:03",30,30.26,29.625
30,"19.01.2021 15:56:07",30,30.26,29.625
30,"19.01.2021 15:56:11",30,30.26,29.625
30,"19.01.2021 15:56:15",30,30.26,29.625
30,"19.01.2021 15:56:19",30,30.26,29.625
30,"19.01.2021 15:56:23",30,30.26,29.625
30,"19.01.2021 15:56:27",30,30.26,29.625
30,"19.01.2021 15:56:30",30,30.26,29.6875
30,"19.01.2021 15:56:34",30,30.26,29.625
30,"19.01.2021 15:56:38",30,30.26,29.625
30,"19.01.2021 15:56:42",30,30.26,29.6875
30,"19.01.2021 15:56:46",30,30.26,29.6875
30,"19.01.2021 15:56:50",30,30.26,29.625
30,"19.01.2021 15:56:53",30,30.27,29.6875
30,"19.01.2021 15:56:57",30,30.27,29.625
30,"19.01.2021 15:57:01",30,30.27,29.6875
30,"19.01.2021 15:57:05",30,30.27,29.6875
30,"19.01.2021 15:57:09",30,30.27,29.6875
30,"19.01.2021 15:57:13",30,30.27,29.6875
30,"19.01.2021 15:57:16",30,30.27,29.6875
30,"19.01.2021 15:57:20",30,30.27,29.6875
30,"19.01.2021 15:57:24",30,30.27,29.6875
30,"19.01.2021 15:57:28",30,30.27,29.6875
30,"19.01.2021 15:57:32",30,30.27,29.6875
30,"19.01.2021 15:57:36",30,30.27,29.6875
30,"19.01.2021 15:57:40",30,30.27,29.6875
30,"19.01.2021 15:57:43",30,30.27,29.6875
30,"19.01.2021 15:57:47",30,30.27,29.6875
30,"19.01.2021 15:57:51",30,30.27,29.6875
30,"19.01.2021 15:57:55",30,30.27,29.6875
