Spec:;
FinishDate:;17.01.2021 22:15:10

;SetPoint;Timestamp;ReferenceValue;DUT value
IPP;;17.01.2021 20:27:29;45,1700;44,7500
IPP;;17.01.2021 20:27:29;45,1700;44,7500
IPP;;17.01.2021 20:27:33;45,1700;44,7500
IPP;;17.01.2021 20:27:33;45,1700;44,7500
IPP;;17.01.2021 20:27:36;45,1700;44,7500
IPP;;17.01.2021 20:27:36;45,1700;44,7500
IPP;;17.01.2021 20:27:40;45,1700;44,7500
IPP;;17.01.2021 20:27:40;45,1700;44,7500
SET;60,0000;;60,0500;59,6875
IPP;;17.01.2021 20:54:30;60,0500;59,6875
IPP;;17.01.2021 20:54:30;60,0500;59,6875
IPP;;17.01.2021 20:54:34;60,0500;59,6875
IPP;;17.01.2021 20:54:34;60,0500;59,6875
IPP;;17.01.2021 20:54:38;60,0500;59,6875
IPP;;17.01.2021 20:54:38;60,0500;59,6875
IPP;;17.01.2021 20:54:42;60,0500;59,6875
IPP;;17.01.2021 20:54:42;60,0500;59,6875
IPP;;17.01.2021 20:54:46;60,0500;59,6875
IPP;;17.01.2021 20:54:46;60,0500;59,6875
IPP;;17.01.2021 20:54:49;60,0500;59,6875
IPP;;17.01.2021 20:54:49;60,0500;59,6875
IPP;;17.01.2021 20:54:53;60,0500;59,6875
IPP;;17.01.2021 20:54:53;60,0500;59,6875
IPP;;17.01.2021 20:54:57;60,0500;59,6875
IPP;;17.01.2021 20:54:57;60,0500;59,6875
IPP;;17.01.2021 20:55:01;60,0500;59,6875
SET;75,0000;;75,1488;74,6875
IPP;;17.01.2021 21:22:27;75,1500;74,6875
IPP;;17.01.2021 21:22:31;75,1500;74,6875
IPP;;17.01.2021 21:22:31;75,1500;74,6875
IPP;;17.01.2021 21:22:35;75,1400;74,6875
IPP;;17.01.2021 21:22:35;75,1400;74,6875
IPP;;17.01.2021 21:22:38;75,1500;74,6875
IPP;;17.01.2021 21:22:38;75,1500;74,6875
IPP;;17.01.2021 21:22:42;75,1500;74,6875
IPP;;17.01.2021 21:22:42;75,1500;74,6875
IPP;;17.01.2021 21:22:46;75,1500;74,6875
IPP;;17.01.2021 21:22:50;75,1500;74,6875
IPP;;17.01.2021 21:22:50;75,1500;74,6875
IPP;;17.01.2021 21:22:54;75,1500;74,6875
IPP;;17.01.2021 21:22:54;75,1500;74,6875
IPP;;17.01.2021 21:22:58;75,1500;74,6875
IPP;;17.01.2021 21:22:58;75,1500;74,6875
IPP;;17.01.2021 21:23:02;75,1500;74,6875
SET;90,0000;;90,2347;89,6250
IPP;;17.01.2021 21:48:32;90,2300;89,6250
IPP;;17.01.2021 21:48:35;90,2300;89,6250
IPP;;17.01.2021 21:48:35;90,2300;89,6250
IPP;;17.01.2021 21:48:39;90,2300;89,6250
IPP;;17.01.2021 21:48:39;90,2300;89,6250
IPP;;17.01.2021 21:48:43;90,2300;89,6250
IPP;;17.01.2021 21:48:43;90,2300;89,6250
IPP;;17.01.2021 21:48:47;90,2300;89,6250
IPP;;17.01.2021 21:48:51;90,2300;89,6250
IPP;;17.01.2021 21:48:51;90,2300;89,6250
IPP;;17.01.2021 21:48:55;90,2500;89,6250
IPP;;17.01.2021 21:48:55;90,2500;89,6250
IPP;;17.01.2021 21:48:59;90,2500;89,6250
IPP;;17.01.2021 21:48:59;90,2500;89,6250
IPP;;17.01.2021 21:49:03;90,2300;89,6250
IPP;;17.01.2021 21:49:03;90,2300;89,6250
IPP;;17.01.2021 21:49:06;90,2300;89,6250
SET;105,0000;;105,2300;104,6250
IPP;;17.01.2021 22:14:34;105,2300;104,6250
IPP;;17.01.2021 22:14:38;105,2300;104,6250
IPP;;17.01.2021 22:14:38;105,2300;104,6250
IPP;;17.01.2021 22:14:41;105,2300;104,6250
IPP;;17.01.2021 22:14:41;105,2300;104,6250
IPP;;17.01.2021 22:14:45;105,2300;104,6250
IPP;;17.01.2021 22:14:45;105,2300;104,6250
IPP;;17.01.2021 22:14:49;105,2300;104,6250
IPP;;17.01.2021 22:14:49;105,2300;104,6250
IPP;;17.01.2021 22:14:53;105,2300;104,6250
IPP;;17.01.2021 22:14:53;105,2300;104,6250
IPP;;17.01.2021 22:14:57;105,2300;104,6250
IPP;;17.01.2021 22:14:57;105,2300;104,6250
IPP;;17.01.2021 22:15:01;105,2300;104,6250
IPP;;17.01.2021 22:15:01;105,2300;104,6250
IPP;;17.01.2021 22:15:05;105,2300;104,6250
IPP;;17.01.2021 22:15:05;105,2300;104,6250
