SetPoint;Chamber;Ref;DUT
17.01.2021 18:58:37;0;0;-0,089999999999975;-0,0625
17.01.2021 18:58:41;0;0;-0,089999999999975;-0,0625
17.01.2021 18:58:44;0;0;-0,089999999999975;-0,0625
17.01.2021 18:58:48;0;0;-0,089999999999975;-0,0625
17.01.2021 18:58:52;0;0;-0,089999999999975;-0,0625
17.01.2021 18:58:56;0;0;-0,089999999999975;-0,0625
17.01.2021 18:59:00;0;0;-0,089999999999975;-0,0625
17.01.2021 18:59:04;0;0;-0,089999999999975;-0,0625
17.01.2021 18:59:08;0;0;-0,089999999999975;-0,0625
17.01.2021 18:59:11;0;-0,001;-0,089999999999975;-0,0625
17.01.2021 18:59:15;0;-0,001;-0,089999999999975;-0,0625
17.01.2021 18:59:19;0;-0,001;-0,089999999999975;-0,0625
17.01.2021 18:59:23;0;-0,001;-0,089999999999975;-0,0625
17.01.2021 18:59:27;0;0;-0,089999999999975;-0,0625
17.01.2021 18:59:31;0;0;-0,089999999999975;-0,0625
17.01.2021 18:59:34;0;0;-0,089999999999975;-0,0625
17.01.2021 18:59:38;0;0;-0,089999999999975;-0,0625
17.01.2021 18:59:42;0;0;-0,089999999999975;-0,0625
17.01.2021 18:59:46;0;0;-0,089999999999975;-0,0625
17.01.2021 18:59:50;0;0;-0,089999999999975;-0,0625
17.01.2021 18:59:54;0;0;-0,089999999999975;-0,0625
17.01.2021 18:59:58;0;0;-0,089999999999975;-0,0625
17.01.2021 19:00:01;0;0,001;-0,089999999999975;-0,0625
17.01.2021 19:00:05;0;0,001;-0,089999999999975;-0,0625
17.01.2021 19:00:09;0;0,001;-0,089999999999975;-0,0625
17.01.2021 19:00:13;0;0,001;-0,089999999999975;-0,0625
17.01.2021 19:00:17;0;0;-0,089999999999975;-0,0625
17.01.2021 19:00:21;0;0;-0,089999999999975;-0,0625
17.01.2021 19:00:24;0;0;-0,089999999999975;-0,0625
17.01.2021 19:00:28;0;-0,001;-0,089999999999975;-0,0625
17.01.2021 19:00:32;0;-0,001;-0,089999999999975;-0,0625
17.01.2021 19:00:36;0;0;-0,089999999999975;-0,0625
17.01.2021 19:00:40;0;0;-0,089999999999975;-0,0625
17.01.2021 19:00:44;0;0;-0,089999999999975;-0,0625
17.01.2021 19:00:48;0;0;-0,089999999999975;-0,0625
17.01.2021 19:00:51;0;0;-0,089999999999975;-0,0625
17.01.2021 19:00:55;0;0;-0,089999999999975;-0,0625
17.01.2021 19:00:59;0;0;-0,089999999999975;-0,0625
17.01.2021 19:01:03;0;-0,001;-0,089999999999975;-0,0625
17.01.2021 19:01:07;0;-0,001;-0,100000000000023;-0,0625
17.01.2021 19:01:11;15;-0,001;-0,089999999999975;-0,0625
17.01.2021 19:01:14;15;0,002;-0,089999999999975;-0,0625
17.01.2021 19:01:18;15;0,115;-0,089999999999975;-0,0625
17.01.2021 19:01:22;15;0,401;-0,0699999999999932;-0,0625
17.01.2021 19:01:26;15;1,042;0,00999999999999091;-0,0625
17.01.2021 19:01:30;15;1,761;0,120000000000005;0
17.01.2021 19:01:34;15;2,411;0,220000000000027;0,0625
17.01.2021 19:01:38;15;3,177;0,410000000000025;0,125
17.01.2021 19:01:41;15;3,958;0,589999999999975;0,25
17.01.2021 19:01:45;15;4,657;0,779999999999973;0,3125
17.01.2021 19:01:49;15;5,363;0,95999999999998;0,5
17.01.2021 19:01:53;15;6,266;1,18000000000001;0,625
17.01.2021 19:01:57;15;6,984;1,41000000000003;0,75
17.01.2021 19:02:01;15;7,814;1,62;0,9375
17.01.2021 19:02:04;15;8,647;1,86000000000001;1,125
17.01.2021 19:02:08;15;9,378;2,12;1,3125
17.01.2021 19:02:12;15;10,205;2,33999999999997;1,5
17.01.2021 19:02:16;15;10,879;2,62;1,6875
17.01.2021 19:02:20;15;11,403;2,91000000000003;1,9375
17.01.2021 19:02:24;15;11,635;3,14999999999998;2,125
17.01.2021 19:02:27;15;11,754;3,31999999999999;2,375
17.01.2021 19:02:31;15;11,783;3,51999999999998;2,5625
17.01.2021 19:02:35;15;11,763;3,66000000000003;2,6875
17.01.2021 19:02:39;15;11,561;3,75;2,875
17.01.2021 19:02:43;15;11,438;3,88;3
17.01.2021 19:02:47;15;11,328;3,99000000000001;3,1875
17.01.2021 19:02:50;15;11,298;4,07999999999998;3,3125
17.01.2021 19:02:54;15;11,412;4,19999999999999;3,4375
17.01.2021 19:02:58;15;11,63;4,36000000000001;3,5625
17.01.2021 19:03:02;15;11,757;4,52999999999997;3,6875
17.01.2021 19:03:06;15;11,973;4,66000000000003;3,875
17.01.2021 19:03:10;15;12,283;4,85000000000002;4
17.01.2021 19:03:13;15;12,641;5,06;4,125
17.01.2021 19:03:17;15;12,967;5,19999999999999;4,3125
17.01.2021 19:03:21;15;13,201;5,43000000000001;4,4375
17.01.2021 19:03:25;15;13,484;5,62;4,625
17.01.2021 19:03:29;15;13,692;5,82999999999998;4,8125
17.01.2021 19:03:33;15;13,714;5,99000000000001;4,9375
17.01.2021 19:03:36;15;13,832;6,14999999999998;5,125
17.01.2021 19:03:40;15;13,943;6,32999999999998;5,25
17.01.2021 19:03:44;15;14,128;6,45999999999998;5,4375
17.01.2021 19:03:48;15;14,24;6,63999999999999;5,5625
17.01.2021 19:03:52;15;14,351;6,81;5,6875
17.01.2021 19:03:56;15;14,473;6,94999999999999;5,875
17.01.2021 19:03:59;15;14,509;7,10000000000002;6
17.01.2021 19:04:03;15;14,621;7,26999999999998;6,125
17.01.2021 19:04:07;15;14,66;7,44999999999999;6,3125
17.01.2021 19:04:11;15;14,711;7,56;6,4375
17.01.2021 19:04:15;15;14,759;7,72000000000003;6,5625
17.01.2021 19:04:19;15;14,797;7,88;6,6875
17.01.2021 19:04:23;15;14,833;8,01999999999998;6,8125
17.01.2021 19:04:26;15;14,863;8,13;6,9375
17.01.2021 19:04:30;15;14,886;8,26999999999998;7,125
17.01.2021 19:04:34;15;14,907;8,41000000000003;7,1875
17.01.2021 19:04:38;15;14,925;8,52999999999997;7,3125
17.01.2021 19:04:42;15;14,937;8,63999999999999;7,4375
17.01.2021 19:04:46;15;14,948;8,77999999999997;7,5625
17.01.2021 19:04:49;15;14,956;8,88999999999999;7,6875
17.01.2021 19:04:53;15;14,962;9,00999999999999;7,8125
17.01.2021 19:04:57;15;14,966;9,13999999999999;7,9375
17.01.2021 19:05:01;15;14,97;9,26999999999998;8,0625
17.01.2021 19:05:05;15;14,973;9,36000000000001;8,125
17.01.2021 19:05:09;15;14,975;9,47000000000003;8,25
17.01.2021 19:05:13;15;14,977;9,57999999999998;8,375
17.01.2021 19:05:16;15;14,98;9,70999999999998;8,4375
17.01.2021 19:05:20;15;14,982;9,79000000000002;8,5625
17.01.2021 19:05:24;15;14,985;9,89999999999998;8,6875
17.01.2021 19:05:28;15;14,987;10,01;8,75
17.01.2021 19:05:32;15;14,989;10,09;8,875
17.01.2021 19:05:36;15;14,991;10,19;8,9375
17.01.2021 19:05:39;15;14,993;10,29;9,0625
17.01.2021 19:05:43;15;14,994;10,38;9,125
17.01.2021 19:05:47;15;14,995;10,49;9,25
17.01.2021 19:05:51;15;14,996;10,57;9,3125
17.01.2021 19:05:55;15;14,997;10,66;9,4375
17.01.2021 19:05:59;15;14,997;10,73;9,5
17.01.2021 19:06:03;15;14,998;10,83;9,5625
17.01.2021 19:06:06;15;14,998;10,92;9,6875
17.01.2021 19:06:10;15;14,998;10,99;9,75
17.01.2021 19:06:14;15;14,998;11,07;9,8125
17.01.2021 19:06:18;15;14,999;11,15;9,9375
17.01.2021 19:06:22;15;14,998;11,24;10
17.01.2021 19:06:26;15;14,998;11,3;10,0625
17.01.2021 19:06:30;15;14,997;11,38;10,125
17.01.2021 19:06:33;15;14,997;11,46;10,25
17.01.2021 19:06:37;15;14,998;11,53;10,3125
17.01.2021 19:06:41;15;14,999;11,6;10,375
17.01.2021 19:06:45;15;15,001;11,67;10,4375
17.01.2021 19:06:49;15;15,001;11,74;10,5
17.01.2021 19:06:53;15;15,002;11,8;10,5625
17.01.2021 19:06:56;15;15,002;11,86;10,6875
17.01.2021 19:07:00;15;15,002;11,93;10,75
17.01.2021 19:07:04;15;15,002;11,99;10,8125
17.01.2021 19:07:08;15;15,002;12,05;10,875
17.01.2021 19:07:12;15;15,001;12,11;10,9375
17.01.2021 19:07:16;15;15,001;12,17;11
17.01.2021 19:07:19;15;15,001;12,22;11,0625
17.01.2021 19:07:23;15;15;12,28;11,125
17.01.2021 19:07:27;15;15;12,34;11,1875
17.01.2021 19:07:31;15;15;12,39;11,25
17.01.2021 19:07:35;15;15;12,45;11,3125
17.01.2021 19:07:39;15;15;12,51;11,375
17.01.2021 19:07:42;15;15;12,54;11,4375
17.01.2021 19:07:46;15;15;12,59;11,5
17.01.2021 19:07:50;15;15,001;12,64;11,5
17.01.2021 19:07:54;15;15,001;12,68;11,5625
17.01.2021 19:07:58;15;15,001;12,74;11,625
17.01.2021 19:08:02;15;15,001;12,79;11,6875
17.01.2021 19:08:05;15;15,001;12,84;11,75
17.01.2021 19:08:09;15;15,001;12,88;11,8125
17.01.2021 19:08:13;15;15,001;12,92;11,8125
17.01.2021 19:08:17;15;15,001;12,97;11,875
17.01.2021 19:08:21;15;15,001;13;11,9375
17.01.2021 19:08:25;15;15,001;13,04;12
17.01.2021 19:08:29;15;15;13,08;12,0625
17.01.2021 19:08:32;15;15;13,13;12,0625
17.01.2021 19:08:36;15;15,001;13,16;12,125
17.01.2021 19:08:40;15;15;13,2;12,1875
17.01.2021 19:08:44;15;15;13,24;12,25
17.01.2021 19:08:48;15;15;13,27;12,25
17.01.2021 19:08:52;15;15;13,3;12,3125
17.01.2021 19:08:56;15;15,001;13,34;12,375
17.01.2021 19:08:59;15;15,001;13,38;12,375
17.01.2021 19:09:03;15;15,001;13,4;12,4375
17.01.2021 19:09:07;15;15;13,45;12,5
17.01.2021 19:09:11;15;15;13,48;12,5
17.01.2021 19:09:15;15;15,001;13,5;12,5625
17.01.2021 19:09:19;15;15;13,55;12,625
17.01.2021 19:09:22;15;15;13,57;12,625
17.01.2021 19:09:26;15;15;13,59;12,6875
17.01.2021 19:09:30;15;15;13,62;12,75
17.01.2021 19:09:34;15;15;13,65;12,75
17.01.2021 19:09:38;15;15,001;13,68;12,75
17.01.2021 19:09:42;15;15;13,7;12,8125
17.01.2021 19:09:46;15;15;13,73;12,8125
17.01.2021 19:09:49;15;15;13,76;12,875
17.01.2021 19:09:53;15;15,001;13,78;12,9375
17.01.2021 19:09:57;15;15;13,81;12,9375
17.01.2021 19:10:01;15;15;13,83;13
17.01.2021 19:10:05;15;15;13,86;13
17.01.2021 19:10:09;15;15;13,88;13,0625
17.01.2021 19:10:12;15;15;13,91;13,0625
17.01.2021 19:10:16;15;15;13,94;13,0625
17.01.2021 19:10:20;15;15;13,95;13,125
17.01.2021 19:10:24;15;15;13,98;13,1875
17.01.2021 19:10:28;15;15;14;13,1875
17.01.2021 19:10:32;15;15;14,02;13,25
17.01.2021 19:10:36;15;15;14,03;13,25
17.01.2021 19:10:39;15;15,001;14,05;13,25
17.01.2021 19:10:43;15;15;14,08;13,3125
17.01.2021 19:10:47;15;15;14,1;13,3125
17.01.2021 19:10:51;15;15;14,12;13,375
17.01.2021 19:10:55;15;15,001;14,14;13,375
17.01.2021 19:10:59;15;15,001;14,15;13,4375
17.01.2021 19:11:03;15;15,001;14,17;13,4375
17.01.2021 19:11:06;15;15;14,19;13,4375
17.01.2021 19:11:10;15;15;14,21;13,5
17.01.2021 19:11:14;15;15;14,22;13,5
17.01.2021 19:11:18;15;15;14,24;13,5625
17.01.2021 19:11:22;15;15;14,26;13,5625
17.01.2021 19:11:26;15;15;14,27;13,5625
17.01.2021 19:11:30;15;15;14,3;13,625
17.01.2021 19:11:33;15;15;14,31;13,625
17.01.2021 19:11:37;15;15;14,33;13,625
17.01.2021 19:11:41;15;15;14,34;13,6875
17.01.2021 19:11:45;15;15;14,35;13,6875
17.01.2021 19:11:49;15;15;14,37;13,6875
17.01.2021 19:11:53;15;15;14,38;13,6875
17.01.2021 19:11:57;15;15;14,4;13,75
17.01.2021 19:12:00;15;15,001;14,41;13,75
17.01.2021 19:12:04;15;15;14,42;13,75
17.01.2021 19:12:08;15;15;14,43;13,8125
17.01.2021 19:12:12;15;15,001;14,45;13,8125
17.01.2021 19:12:16;15;15;14,46;13,8125
17.01.2021 19:12:20;15;15;14,47;13,8125
17.01.2021 19:12:24;15;15;14,48;13,875
17.01.2021 19:12:27;15;15;14,49;13,875
17.01.2021 19:12:31;15;15;14,51;13,875
17.01.2021 19:12:35;15;15;14,51;13,9375
17.01.2021 19:12:39;15;15;14,53;13,9375
17.01.2021 19:12:43;15;15;14,53;13,9375
17.01.2021 19:12:47;15;15,001;14,54;13,9375
17.01.2021 19:12:50;15;15,001;14,55;14
17.01.2021 19:12:54;15;15;14,56;14
17.01.2021 19:12:58;15;15;14,57;14
17.01.2021 19:13:02;15;15;14,58;14
17.01.2021 19:13:06;15;15;14,59;14
17.01.2021 19:13:10;15;15;14,6;14,0625
17.01.2021 19:13:14;15;15;14,61;14,0625
17.01.2021 19:13:17;15;15;14,61;14,0625
17.01.2021 19:13:21;15;15;14,62;14,0625
17.01.2021 19:13:25;15;15,001;14,63;14,125
17.01.2021 19:13:29;15;15,001;14,64;14,125
17.01.2021 19:13:33;15;15;14,65;14,125
17.01.2021 19:13:37;15;15;14,67;14,125
17.01.2021 19:13:40;15;15;14,69;14,125
17.01.2021 19:13:44;15;15;14,69;14,1875
17.01.2021 19:13:48;15;15;14,7;14,1875
17.01.2021 19:13:52;15;15;14,71;14,1875
17.01.2021 19:13:56;15;15;14,71;14,1875
17.01.2021 19:14:00;15;15;14,72;14,1875
17.01.2021 19:14:04;15;15;14,73;14,25
17.01.2021 19:14:07;15;15;14,74;14,25
17.01.2021 19:14:11;15;15;14,74;14,25
17.01.2021 19:14:15;15;15;14,75;14,25
17.01.2021 19:14:19;15;15;14,76;14,25
17.01.2021 19:14:23;15;15;14,76;14,25
17.01.2021 19:14:27;15;15;14,77;14,25
17.01.2021 19:14:30;15;15,001;14,78;14,3125
17.01.2021 19:14:34;15;15;14,78;14,3125
17.01.2021 19:14:38;15;15;14,79;14,3125
17.01.2021 19:14:42;15;15;14,79;14,3125
17.01.2021 19:14:46;15;15;14,8;14,3125
17.01.2021 19:14:50;15;15;14,8;14,3125
17.01.2021 19:14:54;15;15;14,82;14,3125
17.01.2021 19:14:57;15;15;14,83;14,375
17.01.2021 19:15:01;15;15;14,83;14,375
17.01.2021 19:15:05;15;15;14,84;14,375
17.01.2021 19:15:09;15;15;14,84;14,375
17.01.2021 19:15:13;15;15;14,84;14,375
17.01.2021 19:15:17;15;15;14,84;14,375
17.01.2021 19:15:21;15;15;14,85;14,375
17.01.2021 19:15:24;15;15;14,85;14,4375
17.01.2021 19:15:28;15;15;14,86;14,4375
17.01.2021 19:15:32;15;15;14,86;14,4375
17.01.2021 19:15:36;15;15;14,87;14,4375
17.01.2021 19:15:40;15;15;14,87;14,4375
17.01.2021 19:15:44;15;15;14,88;14,4375
17.01.2021 19:15:47;15;15;14,88;14,4375
17.01.2021 19:15:51;15;15;14,88;14,4375
17.01.2021 19:15:55;15;15;14,89;14,5
17.01.2021 19:15:59;15;15;14,89;14,5
17.01.2021 19:16:03;15;15;14,9;14,5
17.01.2021 19:16:07;15;15;14,9;14,5
17.01.2021 19:16:11;15;15;14,9;14,5
17.01.2021 19:16:14;15;15;14,91;14,5
17.01.2021 19:16:18;15;15;14,91;14,5
17.01.2021 19:16:22;15;15;14,91;14,5
17.01.2021 19:16:26;15;15;14,92;14,5
17.01.2021 19:16:30;15;15;14,92;14,5
17.01.2021 19:16:34;15;15;14,92;14,5
17.01.2021 19:16:37;15;15;14,93;14,5625
17.01.2021 19:16:41;15;15;14,93;14,5625
17.01.2021 19:16:45;15;15;14,93;14,5625
17.01.2021 19:16:49;15;15;14,94;14,5625
17.01.2021 19:16:53;15;15;14,94;14,5625
17.01.2021 19:16:57;15;15;14,94;14,5625
17.01.2021 19:17:01;15;15;14,95;14,5625
17.01.2021 19:17:04;15;15;14,95;14,5625
17.01.2021 19:17:08;15;15;14,95;14,5625
17.01.2021 19:17:12;15;15;14,96;14,5625
17.01.2021 19:17:16;15;15;14,96;14,5625
17.01.2021 19:17:20;15;15;14,96;14,5625
17.01.2021 19:17:24;15;15;14,96;14,5625
17.01.2021 19:17:28;15;15;14,97;14,625
17.01.2021 19:17:31;15;15;14,97;14,625
17.01.2021 19:17:35;15;15;14,97;14,625
17.01.2021 19:17:39;15;15;14,97;14,625
17.01.2021 19:17:43;15;15;14,98;14,625
17.01.2021 19:17:47;15;15;14,98;14,625
17.01.2021 19:17:51;15;15;14,98;14,625
17.01.2021 19:17:54;15;15;14,98;14,625
17.01.2021 19:17:58;15;15;14,99;14,625
17.01.2021 19:18:02;15;15;14,99;14,625
17.01.2021 19:18:06;15;15;14,99;14,625
17.01.2021 19:18:10;15;15;14,99;14,625
17.01.2021 19:18:14;15;15;14,99;14,625
17.01.2021 19:18:18;15;15;15;14,625
17.01.2021 19:18:21;15;15;15;14,625
17.01.2021 19:18:25;15;15;15;14,625
17.01.2021 19:18:29;15;15;15;14,625
17.01.2021 19:18:33;15;15;15;14,625
17.01.2021 19:18:37;15;15;15;14,6875
17.01.2021 19:18:41;15;15;15,01;14,625
17.01.2021 19:18:44;15;15;15,01;14,6875
17.01.2021 19:18:48;15;15;15,01;14,6875
17.01.2021 19:18:52;15;15;15,01;14,6875
17.01.2021 19:18:56;15;15;15,02;14,6875
17.01.2021 19:19:00;15;15;15,02;14,6875
17.01.2021 19:19:04;15;15;15,02;14,6875
17.01.2021 19:19:08;15;15;15,02;14,6875
17.01.2021 19:19:11;15;15;15,02;14,6875
17.01.2021 19:19:15;15;15;15,02;14,6875
17.01.2021 19:19:19;15;15;15,02;14,6875
17.01.2021 19:19:23;15;15;15,02;14,6875
17.01.2021 19:19:27;15;15;15,02;14,6875
17.01.2021 19:19:31;15;15;15,02;14,6875
17.01.2021 19:19:34;15;15;15,02;14,6875
17.01.2021 19:19:38;15;15;15,02;14,6875
17.01.2021 19:19:42;15;15;15,02;14,6875
17.01.2021 19:19:46;15;15;15,02;14,6875
17.01.2021 19:19:50;15;15;15,03;14,6875
17.01.2021 19:19:54;15;15;15,03;14,6875
17.01.2021 19:19:58;15;15;15,03;14,6875
17.01.2021 19:20:01;15;15;15,03;14,6875
17.01.2021 19:20:05;15;15;15,03;14,75
17.01.2021 19:20:09;15;15;15,03;14,75
17.01.2021 19:20:13;15;15;15,03;14,75
17.01.2021 19:20:17;15;15;15,03;14,75
17.01.2021 19:20:21;15;15;15,04;14,75
17.01.2021 19:20:25;15;15;15,04;14,75
17.01.2021 19:20:28;15;15;15,04;14,75
17.01.2021 19:20:32;15;15;15,04;14,75
17.01.2021 19:20:36;15;15;15,04;14,75
17.01.2021 19:20:40;15;15;15,04;14,75
17.01.2021 19:20:44;15;15;15,04;14,75
17.01.2021 19:20:48;15;15;15,04;14,75
17.01.2021 19:20:52;15;15;15,04;14,75
17.01.2021 19:20:55;15;15;15,04;14,75
17.01.2021 19:20:59;15;15;15,06;14,75
17.01.2021 19:21:03;15;15;15,06;14,75
17.01.2021 19:21:07;15;15;15,06;14,75
17.01.2021 19:21:11;15;15;15,06;14,75
17.01.2021 19:21:15;15;15;15,06;14,75
17.01.2021 19:21:19;15;15;15,06;14,75
17.01.2021 19:21:22;15;15;15,06;14,75
17.01.2021 19:21:26;15;15;15,06;14,75
17.01.2021 19:21:30;15;15;15,06;14,75
17.01.2021 19:21:34;15;15;15,06;14,75
17.01.2021 19:21:38;15;15;15,06;14,75
17.01.2021 19:21:42;15;15;15,06;14,75
17.01.2021 19:21:46;15;15;15,07;14,75
17.01.2021 19:21:49;15;15;15,07;14,75
17.01.2021 19:21:53;15;15;15,07;14,75
17.01.2021 19:21:57;15;15;15,07;14,75
17.01.2021 19:22:01;15;15;15,07;14,75
17.01.2021 19:22:05;15;15;15,07;14,75
17.01.2021 19:22:09;15;15;15,07;14,75
17.01.2021 19:22:12;15;15;15,07;14,75
17.01.2021 19:22:16;15;15;15,07;14,75
17.01.2021 19:22:20;15;15;15,07;14,75
17.01.2021 19:22:24;15;15;15,07;14,75
17.01.2021 19:22:28;15;15;15,07;14,75
17.01.2021 19:22:32;15;15;15,07;14,75
17.01.2021 19:22:35;15;15;15,07;14,75
17.01.2021 19:22:39;15;15;15,07;14,8125
17.01.2021 19:22:43;15;15;15,08;14,8125
17.01.2021 19:22:47;15;15;15,08;14,8125
17.01.2021 19:22:51;15;15;15,08;14,8125
17.01.2021 19:22:55;15;15;15,08;14,75
17.01.2021 19:22:59;15;15;15,08;14,8125
17.01.2021 19:23:02;15;15;15,08;14,8125
17.01.2021 19:23:06;15;15;15,08;14,8125
17.01.2021 19:23:10;15;15;15,08;14,8125
17.01.2021 19:23:14;15;15;15,08;14,8125
17.01.2021 19:23:18;15;15;15,08;14,8125
17.01.2021 19:23:22;15;15;15,08;14,8125
17.01.2021 19:23:26;15;15;15,08;14,8125
17.01.2021 19:23:29;15;15;15,08;14,8125
17.01.2021 19:23:33;15;15;15,08;14,8125
17.01.2021 19:23:37;15;15;15,08;14,8125
17.01.2021 19:23:41;15;15;15,08;14,8125
17.01.2021 19:23:45;15;15;15,08;14,8125
17.01.2021 19:23:49;15;15;15,08;14,8125
17.01.2021 19:23:52;15;15;15,08;14,8125
17.01.2021 19:23:56;15;15;15,08;14,8125
17.01.2021 19:24:00;15;15;15,08;14,8125
17.01.2021 19:24:04;15;15;15,08;14,8125
17.01.2021 19:24:08;15;15;15,08;14,8125
17.01.2021 19:24:12;15;15;15,08;14,8125
17.01.2021 19:24:16;15;15;15,08;14,8125
17.01.2021 19:24:19;15;15;15,09;14,8125
17.01.2021 19:24:23;15;15;15,09;14,8125
17.01.2021 19:24:27;15;15;15,09;14,8125
17.01.2021 19:24:31;15;15;15,09;14,8125
17.01.2021 19:24:35;15;15;15,09;14,8125
17.01.2021 19:24:39;15;15;15,09;14,8125
17.01.2021 19:24:43;15;15;15,09;14,8125
17.01.2021 19:24:46;15;15;15,09;14,8125
17.01.2021 19:24:50;15;15;15,09;14,8125
17.01.2021 19:24:54;15;15;15,09;14,8125
17.01.2021 19:24:58;15;15;15,09;14,8125
17.01.2021 19:25:02;15;15;15,09;14,8125
17.01.2021 19:25:06;15;15;15,09;14,8125
17.01.2021 19:25:09;15;15;15,1;14,8125
17.01.2021 19:25:13;15;15;15,1;14,8125
17.01.2021 19:25:17;15;15;15,1;14,8125
17.01.2021 19:25:21;15;15;15,1;14,8125
17.01.2021 19:25:25;15;15;15,1;14,8125
17.01.2021 19:25:29;15;15;15,09;14,8125
17.01.2021 19:25:32;15;15;15,09;14,8125
17.01.2021 19:25:36;15;15;15,09;14,8125
17.01.2021 19:25:40;15;15;15,09;14,8125
17.01.2021 19:25:44;15;15;15,09;14,8125
17.01.2021 19:25:48;15;15;15,09;14,8125
17.01.2021 19:25:52;15;15;15,09;14,8125
17.01.2021 19:25:56;15;15;15,09;14,8125
17.01.2021 19:25:59;15;15;15,09;14,8125
17.01.2021 19:26:03;15;15;15,09;14,8125
17.01.2021 19:26:07;15;15;15,09;14,8125
17.01.2021 19:26:11;15;15;15,09;14,8125
17.01.2021 19:26:15;15;15;15,09;14,8125
17.01.2021 19:26:19;15;15;15,09;14,8125
17.01.2021 19:26:22;15;15;15,09;14,8125
17.01.2021 19:26:26;15;15;15,1;14,8125
17.01.2021 19:26:30;15;15;15,1;14,8125
17.01.2021 19:26:34;15;15;15,09;14,8125
17.01.2021 19:26:38;15;15;15,09;14,8125
17.01.2021 19:26:42;15;15;15,1;14,8125
17.01.2021 19:26:45;15;15;15,1;14,8125
17.01.2021 19:26:49;15;15;15,11;14,8125
17.01.2021 19:26:53;15;15;15,11;14,8125
17.01.2021 19:26:57;15;15;15,11;14,8125
17.01.2021 19:27:01;15;15;15,11;14,8125
17.01.2021 19:27:05;15;15;15,1;14,8125
17.01.2021 19:27:09;15;15;15,1;14,8125
17.01.2021 19:27:12;15;15;15,1;14,8125
17.01.2021 19:27:16;15;15;15,1;14,8125
17.01.2021 19:27:20;15;15;15,1;14,8125
17.01.2021 19:27:24;15;15;15,1;14,8125
17.01.2021 19:27:28;15;15;15,1;14,8125
17.01.2021 19:27:32;15;15;15,1;14,8125
17.01.2021 19:27:36;15;15;15,1;14,8125
17.01.2021 19:27:39;15;15;15,1;14,8125
17.01.2021 19:27:43;15;15;15,1;14,8125
17.01.2021 19:27:47;15;15;15,1;14,8125
17.01.2021 19:27:51;15;15;15,1;14,8125
17.01.2021 19:27:55;15;15;15,1;14,8125
17.01.2021 19:27:59;15;15;15,1;14,8125
17.01.2021 19:28:03;15;15;15,1;14,8125
17.01.2021 19:28:06;15;15;15,1;14,8125
17.01.2021 19:28:10;15;15;15,1;14,8125
17.01.2021 19:28:14;15;15;15,1;14,8125
17.01.2021 19:28:18;15;15;15,1;14,8125
17.01.2021 19:28:22;15;15;15,1;14,8125
17.01.2021 19:28:26;15;15;15,1;14,8125
17.01.2021 19:28:29;15;15;15,1;14,8125
17.01.2021 19:28:33;15;15;15,1;14,8125
17.01.2021 19:28:37;15;15;15,1;14,8125
17.01.2021 19:28:41;15;15;15,1;14,8125
17.01.2021 19:28:45;15;15;15,1;14,8125
17.01.2021 19:28:49;15;15;15,1;14,8125
17.01.2021 19:28:53;15;15;15,1;14,8125
17.01.2021 19:28:56;15;15;15,1;14,8125
17.01.2021 19:29:00;15;15;15,1;14,8125
17.01.2021 19:29:04;15;15;15,1;14,8125
17.01.2021 19:29:08;15;15;15,1;14,8125
17.01.2021 19:29:12;15;15;15,1;14,8125
17.01.2021 19:29:16;15;15;15,11;14,8125
17.01.2021 19:29:20;15;15;15,11;14,8125
17.01.2021 19:29:23;15;15;15,11;14,8125
17.01.2021 19:29:27;15;15;15,11;14,8125
17.01.2021 19:29:31;15;15;15,11;14,8125
17.01.2021 19:29:35;15;15;15,1;14,8125
17.01.2021 19:29:39;15;15;15,1;14,8125
17.01.2021 19:29:43;15;15;15,1;14,8125
17.01.2021 19:29:47;15;15;15,1;14,8125
17.01.2021 19:29:50;15;15;15,1;14,8125
17.01.2021 19:29:54;15;15;15,11;14,8125
17.01.2021 19:29:58;15;15;15,11;14,8125
17.01.2021 19:30:02;15;15;15,11;14,8125
17.01.2021 19:30:06;15;15;15,11;14,8125
17.01.2021 19:30:10;15;15;15,11;14,8125
17.01.2021 19:30:13;15;15;15,1;14,8125
17.01.2021 19:30:17;15;15;15,1;14,8125
17.01.2021 19:30:21;15;15;15,1;14,8125
17.01.2021 19:30:25;15;15;15,1;14,8125
17.01.2021 19:30:29;15;15;15,1;14,8125
17.01.2021 19:30:33;15;15;15,1;14,8125
17.01.2021 19:30:37;15;15;15,1;14,8125
17.01.2021 19:30:40;15;15;15,1;14,8125
17.01.2021 19:30:44;15;15;15,1;14,8125
17.01.2021 19:30:48;15;15;15,1;14,8125
17.01.2021 19:30:52;15;15;15,1;14,8125
17.01.2021 19:30:56;15;15;15,1;14,8125
17.01.2021 19:31:00;15;15;15,1;14,8125
17.01.2021 19:31:04;15;15;15,1;14,8125
17.01.2021 19:31:07;15;15;15,1;14,8125
17.01.2021 19:31:11;15;15;15,1;14,8125
17.01.2021 19:31:15;15;15;15,1;14,8125
17.01.2021 19:31:19;15;15;15,1;14,8125
17.01.2021 19:31:23;15;15;15,1;14,8125
17.01.2021 19:31:27;15;15;15,1;14,8125
17.01.2021 19:31:30;15;15;15,1;14,8125
17.01.2021 19:31:34;15;15;15,1;14,8125
17.01.2021 19:31:38;15;15;15,1;14,8125
17.01.2021 19:31:42;15;15;15,1;14,8125
