SetPoint [°C],Timestamp,Chamber temperature [°C],Reference temperature [°C],DUT temperature [°C]
20,"02.02.2021 09:52:41",20,20.23,19.8125
20,"02.02.2021 09:52:44",20,20.23,19.8125
20,"02.02.2021 09:52:48",20,20.23,19.8125
20,"02.02.2021 09:52:52",20,20.23,19.8125
20,"02.02.2021 09:52:56",20,20.23,19.8125
20,"02.02.2021 09:53:00",20,20.23,19.8125
20,"02.02.2021 09:53:04",20,20.23,19.8125
20,"02.02.2021 09:53:08",20,20.23,19.8125
20,"02.02.2021 09:53:12",20,20.23,19.8125
20,"02.02.2021 09:53:16",20,20.22,19.8125
20,"02.02.2021 09:53:20",20,20.22,19.8125
20,"02.02.2021 09:53:24",20,20.22,19.8125
20,"02.02.2021 09:53:28",20,20.22,19.8125
20,"02.02.2021 09:53:32",20,20.22,19.8125
20,"02.02.2021 09:53:35",20,20.22,19.8125
20,"02.02.2021 09:53:39",20,20.22,19.8125
20,"02.02.2021 09:53:43",20,20.22,19.8125
20,"02.02.2021 09:53:47",20,20.22,19.8125
20,"02.02.2021 09:53:51",20,20.22,19.8125
20,"02.02.2021 09:53:55",20,20.22,19.8125
20,"02.02.2021 09:53:59",20,20.22,19.8125
20,"02.02.2021 09:54:03",20,20.22,19.8125
20,"02.02.2021 09:54:07",20,20.22,19.8125
20,"02.02.2021 09:54:11",20,20.22,19.8125
20,"02.02.2021 09:54:15",20,20.22,19.8125
20,"02.02.2021 09:54:19",20,20.22,19.8125
20,"02.02.2021 09:54:22",20,20.22,19.8125
20,"02.02.2021 09:54:26",20,20.22,19.8125
20,"02.02.2021 09:54:30",20,20.21,19.8125
20,"02.02.2021 09:54:34",20,20.21,19.8125
20,"02.02.2021 09:54:38",20,20.21,19.8125
20,"02.02.2021 09:54:42",20,20.21,19.8125
20,"02.02.2021 09:54:46",20,20.21,19.8125
20,"02.02.2021 09:54:50",20,20.21,19.8125
20,"02.02.2021 09:54:54",20,20.21,19.8125
20,"02.02.2021 09:54:58",20,20.21,19.8125
20,"02.02.2021 09:55:02",20,20.21,19.8125
20,"02.02.2021 09:55:06",20,20.21,19.8125
20,"02.02.2021 09:55:10",20,20.21,19.8125
20,"02.02.2021 09:55:13",20,20.21,19.8125
20,"02.02.2021 09:55:17",20,20.21,19.8125
20,"02.02.2021 09:55:21",20,20.21,19.8125
20,"02.02.2021 09:55:25",20,20.21,19.8125
20,"02.02.2021 09:55:29",20,20.21,19.8125
20,"02.02.2021 09:55:33",20,20.21,19.8125
20,"02.02.2021 09:55:37",20,20.21,19.8125
20,"02.02.2021 09:55:41",20,20.21,19.8125
20,"02.02.2021 09:55:45",20,20.21,19.8125
20,"02.02.2021 09:55:49",20,20.21,19.8125
20,"02.02.2021 09:55:53",20,20.21,19.8125
20,"02.02.2021 09:55:57",20,20.21,19.8125
20,"02.02.2021 09:56:00",20,20.21,19.8125
20,"02.02.2021 09:56:04",20,20.21,19.8125
20,"02.02.2021 09:56:08",20,20.21,19.8125
20,"02.02.2021 09:56:12",20,20.21,19.8125
20,"02.02.2021 09:56:16",20,20.21,19.8125
20,"02.02.2021 09:56:20",20,20.21,19.8125
20,"02.02.2021 09:56:24",20,20.21,19.8125
20,"02.02.2021 09:56:28",20,20.21,19.8125
20,"02.02.2021 09:56:32",20,20.21,19.8125
20,"02.02.2021 09:56:36",20,20.21,19.8125
20,"02.02.2021 09:56:40",20,20.21,19.8125
20,"02.02.2021 09:56:44",20,20.2,19.8125
20,"02.02.2021 09:56:48",20,20.21,19.8125
20,"02.02.2021 09:56:52",20,20.2,19.8125
20,"02.02.2021 09:56:55",20,20.2,19.8125
20,"02.02.2021 09:56:59",20,20.2,19.8125
20,"02.02.2021 09:57:03",20,20.2,19.8125
20,"02.02.2021 09:57:07",20,20.2,19.8125
20,"02.02.2021 09:57:11",20,20.2,19.8125
20,"02.02.2021 09:57:15",20,20.2,19.8125
20,"02.02.2021 09:57:19",20,20.2,19.8125
20,"02.02.2021 09:57:23",20,20.2,19.8125
20,"02.02.2021 09:57:27",20,20.2,19.8125
20,"02.02.2021 09:57:31",20,20.2,19.8125
20,"02.02.2021 09:57:35",20,20.2,19.8125
20,"02.02.2021 09:57:39",20,20.2,19.8125
20,"02.02.2021 09:57:43",20,20.2,19.8125
20,"02.02.2021 09:57:46",20,20.2,19.8125
20,"02.02.2021 09:57:50",20,20.2,19.8125
20,"02.02.2021 09:57:54",20,20.2,19.8125
20,"02.02.2021 09:57:58",20,20.2,19.8125
20,"02.02.2021 09:58:02",20,20.2,19.8125
20,"02.02.2021 09:58:06",20,20.2,19.8125
20,"02.02.2021 09:58:10",20,20.2,19.8125
20,"02.02.2021 09:58:14",20,20.2,19.8125
20,"02.02.2021 09:58:18",20,20.2,19.8125
20,"02.02.2021 09:58:22",20,20.2,19.8125
20,"02.02.2021 09:58:26",20,20.2,19.8125
20,"02.02.2021 09:58:30",20,20.2,19.8125
20,"02.02.2021 09:58:33",20,20.2,19.8125
20,"02.02.2021 09:58:37",20,20.2,19.8125
20,"02.02.2021 09:58:41",20,20.2,19.8125
20,"02.02.2021 09:58:45",20,20.2,19.8125
20,"02.02.2021 09:58:49",20,20.2,19.8125
20,"02.02.2021 09:58:53",20,20.2,19.8125
20,"02.02.2021 09:58:57",20,20.2,19.8125
20,"02.02.2021 09:59:01",20,20.2,19.8125
20,"02.02.2021 09:59:05",20,20.2,19.8125
20,"02.02.2021 09:59:09",20,20.2,19.8125
20,"02.02.2021 09:59:13",20,20.2,19.8125
20,"02.02.2021 09:59:17",20,20.2,19.8125
20,"02.02.2021 09:59:21",20,20.2,19.8125
20,"02.02.2021 09:59:25",20,20.2,19.8125
20,"02.02.2021 09:59:28",20,20.2,19.8125
20,"02.02.2021 09:59:32",20,20.2,19.8125
20,"02.02.2021 09:59:36",20,20.2,19.8125
20,"02.02.2021 09:59:40",20,20.2,19.8125
20,"02.02.2021 09:59:44",20,20.2,19.8125
20,"02.02.2021 09:59:48",20,20.2,19.8125
20,"02.02.2021 09:59:52",20,20.2,19.8125
20,"02.02.2021 09:59:56",20,20.2,19.8125
20,"02.02.2021 10:00:00",20,20.2,19.8125
20,"02.02.2021 10:00:04",20,20.2,19.8125
20,"02.02.2021 10:00:08",20,20.2,19.8125
20,"02.02.2021 10:00:12",20,20.2,19.8125
20,"02.02.2021 10:00:16",20,20.2,19.8125
20,"02.02.2021 10:00:19",20,20.2,19.8125
40,"02.02.2021 10:00:23",20,20.2,19.8125
40,"02.02.2021 10:00:27",20.002,20.2,19.8125
40,"02.02.2021 10:00:31",20.135,20.2,19.8125
40,"02.02.2021 10:00:35",20.549,20.21,19.875
40,"02.02.2021 10:00:39",21.265,20.25,19.9375
40,"02.02.2021 10:00:43",22.013,20.3,20.125
40,"02.02.2021 10:00:47",22.902,20.39,20.3125
40,"02.02.2021 10:00:51",23.81,20.5,20.625
40,"02.02.2021 10:00:55",24.732,20.57,20.875
40,"02.02.2021 10:00:59",25.654,20.69,21.1875
40,"02.02.2021 10:01:03",26.593,20.83,21.5625
40,"02.02.2021 10:01:06",27.421,21,21.9375
40,"02.02.2021 10:01:10",28.37,21.12,22.3125
40,"02.02.2021 10:01:14",29.326,21.3,22.75
40,"02.02.2021 10:01:18",30.267,21.49,23.1875
40,"02.02.2021 10:01:22",31.225,21.71,23.625
40,"02.02.2021 10:01:26",32.066,21.87,24.125
40,"02.02.2021 10:01:30",33.028,22.09,24.625
40,"02.02.2021 10:01:34",33.973,22.34,25.125
40,"02.02.2021 10:01:38",34.937,22.59,25.6875
40,"02.02.2021 10:01:42",35.839,22.87,26.1875
40,"02.02.2021 10:01:46",36.501,23.06,26.75
40,"02.02.2021 10:01:50",36.851,23.34,27.25
40,"02.02.2021 10:01:53",37.073,23.61,27.6875
40,"02.02.2021 10:01:57",37.099,23.85,28.125
40,"02.02.2021 10:02:01",36.991,24.1,28.5
40,"02.02.2021 10:02:05",36.77,24.26,28.75
40,"02.02.2021 10:02:09",36.438,24.47,29
40,"02.02.2021 10:02:13",36.128,24.67,29.25
40,"02.02.2021 10:02:17",36.012,24.89,29.4375
40,"02.02.2021 10:02:21",35.958,25.02,29.625
40,"02.02.2021 10:02:25",35.968,25.24,29.8125
40,"02.02.2021 10:02:29",36.269,25.47,30.0625
40,"02.02.2021 10:02:33",36.389,25.68,30.25
40,"02.02.2021 10:02:37",36.595,25.92,30.5
40,"02.02.2021 10:02:41",36.905,26.1,30.75
40,"02.02.2021 10:02:44",37.198,26.33,31
40,"02.02.2021 10:02:48",37.566,26.59,31.25
40,"02.02.2021 10:02:52",37.956,26.84,31.5
40,"02.02.2021 10:02:56",38.076,27.03,31.8125
40,"02.02.2021 10:03:00",38.106,27.29,32
40,"02.02.2021 10:03:04",38.147,27.5,32.1875
40,"02.02.2021 10:03:08",38.335,27.74,32.4375
40,"02.02.2021 10:03:12",38.542,27.97,32.625
40,"02.02.2021 10:03:16",38.741,28.15,32.875
40,"02.02.2021 10:03:20",38.942,28.39,33.0625
40,"02.02.2021 10:03:24",39.058,28.62,33.3125
40,"02.02.2021 10:03:28",39.254,28.86,33.5
40,"02.02.2021 10:03:32",39.37,29.03,33.6875
40,"02.02.2021 10:03:35",39.477,29.26,33.875
40,"02.02.2021 10:03:39",39.599,29.48,34.0625
40,"02.02.2021 10:03:43",39.633,29.72,34.25
40,"02.02.2021 10:03:47",39.688,29.94,34.4375
40,"02.02.2021 10:03:51",39.744,30.09,34.5625
40,"02.02.2021 10:03:55",39.792,30.31,34.75
40,"02.02.2021 10:03:59",39.827,30.5,34.9375
40,"02.02.2021 10:04:03",39.859,30.71,35.0625
40,"02.02.2021 10:04:07",39.884,30.86,35.1875
40,"02.02.2021 10:04:11",39.904,31.05,35.3125
40,"02.02.2021 10:04:15",39.919,31.25,35.4375
40,"02.02.2021 10:04:19",39.932,31.45,35.5625
40,"02.02.2021 10:04:23",39.942,31.62,35.75
40,"02.02.2021 10:04:26",39.95,31.77,35.8125
40,"02.02.2021 10:04:30",39.957,31.94,35.9375
40,"02.02.2021 10:04:34",39.963,32.13,36
40,"02.02.2021 10:04:38",39.969,32.32,36.125
40,"02.02.2021 10:04:42",39.973,32.48,36.1875
40,"02.02.2021 10:04:46",39.977,32.61,36.3125
40,"02.02.2021 10:04:50",39.98,32.78,36.4375
40,"02.02.2021 10:04:54",39.983,32.94,36.5
40,"02.02.2021 10:04:58",39.986,33.1,36.5625
40,"02.02.2021 10:05:02",39.988,33.23,36.6875
40,"02.02.2021 10:05:06",39.99,33.39,36.75
40,"02.02.2021 10:05:10",39.991,33.54,36.8125
40,"02.02.2021 10:05:13",39.993,33.69,36.875
40,"02.02.2021 10:05:17",39.994,33.84,36.9375
40,"02.02.2021 10:05:21",39.995,33.94,37
40,"02.02.2021 10:05:25",39.996,34.09,37.0625
40,"02.02.2021 10:05:29",39.996,34.22,37.125
40,"02.02.2021 10:05:33",39.997,34.37,37.1875
40,"02.02.2021 10:05:37",39.997,34.46,37.25
40,"02.02.2021 10:05:41",39.998,34.59,37.3125
40,"02.02.2021 10:05:45",39.998,34.73,37.375
40,"02.02.2021 10:05:49",39.999,34.85,37.4375
40,"02.02.2021 10:05:53",39.999,34.97,37.5
40,"02.02.2021 10:05:57",39.999,35.06,37.5
40,"02.02.2021 10:06:00",40,35.18,37.625
40,"02.02.2021 10:06:04",40,35.3,37.625
40,"02.02.2021 10:06:08",39.995,35.4,37.6875
40,"02.02.2021 10:06:12",39.994,35.52,37.75
40,"02.02.2021 10:06:16",39.996,35.6,37.75
40,"02.02.2021 10:06:20",40,35.7,37.8125
40,"02.02.2021 10:06:24",40.002,35.82,37.875
40,"02.02.2021 10:06:28",40.003,35.89,37.875
40,"02.02.2021 10:06:32",40.003,35.96,37.9375
40,"02.02.2021 10:06:36",40.003,36.07,37.9375
40,"02.02.2021 10:06:40",40.002,36.17,38
40,"02.02.2021 10:06:44",40.002,36.26,38.0625
40,"02.02.2021 10:06:48",40.003,36.34,38.0625
40,"02.02.2021 10:06:51",40.001,36.41,38.125
40,"02.02.2021 10:06:55",40.001,36.5,38.1875
40,"02.02.2021 10:06:59",40.001,36.58,38.1875
40,"02.02.2021 10:07:03",40.002,36.68,38.1875
40,"02.02.2021 10:07:07",40.001,36.76,38.25
40,"02.02.2021 10:07:11",40.001,36.81,38.3125
40,"02.02.2021 10:07:15",40.001,36.88,38.3125
40,"02.02.2021 10:07:19",40.001,36.97,38.3125
40,"02.02.2021 10:07:23",40.001,37.04,38.375
40,"02.02.2021 10:07:27",40.001,37.1,38.375
40,"02.02.2021 10:07:31",40.001,37.17,38.4375
40,"02.02.2021 10:07:35",40.001,37.23,38.4375
40,"02.02.2021 10:07:39",40.001,37.31,38.4375
40,"02.02.2021 10:07:43",40.001,37.37,38.5
40,"02.02.2021 10:07:47",40.001,37.41,38.5
40,"02.02.2021 10:07:50",40.001,37.48,38.5625
40,"02.02.2021 10:07:54",40.001,37.54,38.5625
40,"02.02.2021 10:07:58",40.001,37.6,38.5625
40,"02.02.2021 10:08:02",40.001,37.66,38.625
40,"02.02.2021 10:08:06",40.001,37.7,38.625
40,"02.02.2021 10:08:10",40.001,37.76,38.625
40,"02.02.2021 10:08:14",40.001,37.82,38.6875
40,"02.02.2021 10:08:18",40.001,37.87,38.6875
40,"02.02.2021 10:08:22",40.001,37.91,38.6875
40,"02.02.2021 10:08:26",40.001,37.96,38.75
40,"02.02.2021 10:08:30",40.001,38.01,38.75
40,"02.02.2021 10:08:34",40.001,38.06,38.75
40,"02.02.2021 10:08:38",40.001,38.1,38.8125
40,"02.02.2021 10:08:41",40.001,38.15,38.8125
40,"02.02.2021 10:08:45",40.001,38.2,38.8125
40,"02.02.2021 10:08:49",40.001,38.24,38.8125
40,"02.02.2021 10:08:53",40.001,38.29,38.8125
40,"02.02.2021 10:08:57",40.001,38.32,38.875
40,"02.02.2021 10:09:01",40.001,38.35,38.875
40,"02.02.2021 10:09:05",40.001,38.39,38.875
40,"02.02.2021 10:09:09",40.001,38.44,38.9375
40,"02.02.2021 10:09:13",40.001,38.48,38.875
40,"02.02.2021 10:09:17",40,38.51,38.9375
40,"02.02.2021 10:09:21",40.001,38.55,38.9375
40,"02.02.2021 10:09:25",40.001,38.59,39
40,"02.02.2021 10:09:29",40.001,38.62,38.9375
40,"02.02.2021 10:09:32",40.001,38.66,39
40,"02.02.2021 10:09:36",40.001,38.68,39
40,"02.02.2021 10:09:40",40.001,38.73,39
40,"02.02.2021 10:09:44",40.001,38.76,39
40,"02.02.2021 10:09:48",40.001,38.79,39.0625
40,"02.02.2021 10:09:52",40.001,38.82,39.0625
40,"02.02.2021 10:09:56",40.001,38.84,39.0625
40,"02.02.2021 10:10:00",40.001,38.87,39.0625
40,"02.02.2021 10:10:04",40.001,38.9,39.0625
40,"02.02.2021 10:10:08",40,38.93,39.125
40,"02.02.2021 10:10:12",40.001,38.96,39.0625
40,"02.02.2021 10:10:16",40.001,38.98,39.125
40,"02.02.2021 10:10:19",40.001,39.01,39.125
40,"02.02.2021 10:10:23",40,39.04,39.125
40,"02.02.2021 10:10:27",40,39.07,39.125
40,"02.02.2021 10:10:31",40,39.08,39.125
40,"02.02.2021 10:10:35",40.001,39.11,39.125
40,"02.02.2021 10:10:39",40,39.13,39.125
40,"02.02.2021 10:10:43",40,39.16,39.1875
40,"02.02.2021 10:10:47",40.001,39.18,39.1875
40,"02.02.2021 10:10:51",40.001,39.19,39.1875
40,"02.02.2021 10:10:55",40.001,39.21,39.1875
40,"02.02.2021 10:10:59",40,39.23,39.1875
40,"02.02.2021 10:11:03",40,39.25,39.1875
40,"02.02.2021 10:11:07",40,39.28,39.1875
40,"02.02.2021 10:11:11",40,39.29,39.1875
40,"02.02.2021 10:11:14",40,39.31,39.25
40,"02.02.2021 10:11:18",40,39.33,39.25
40,"02.02.2021 10:11:22",40,39.35,39.25
40,"02.02.2021 10:11:26",40,39.36,39.25
40,"02.02.2021 10:11:30",40,39.38,39.25
40,"02.02.2021 10:11:34",40,39.4,39.25
40,"02.02.2021 10:11:38",40,39.41,39.25
40,"02.02.2021 10:11:42",40,39.43,39.25
40,"02.02.2021 10:11:46",40,39.44,39.25
40,"02.02.2021 10:11:50",40,39.46,39.3125
40,"02.02.2021 10:11:54",40.001,39.48,39.25
40,"02.02.2021 10:11:58",40,39.49,39.3125
40,"02.02.2021 10:12:02",40,39.51,39.3125
40,"02.02.2021 10:12:06",40,39.52,39.3125
40,"02.02.2021 10:12:09",40,39.53,39.3125
40,"02.02.2021 10:12:13",40,39.55,39.3125
40,"02.02.2021 10:12:17",40,39.56,39.3125
40,"02.02.2021 10:12:21",40,39.58,39.3125
40,"02.02.2021 10:12:25",40,39.59,39.3125
40,"02.02.2021 10:12:29",40,39.61,39.3125
40,"02.02.2021 10:12:33",40,39.62,39.3125
40,"02.02.2021 10:12:37",40,39.63,39.3125
40,"02.02.2021 10:12:41",40,39.64,39.375
40,"02.02.2021 10:12:45",40,39.65,39.375
40,"02.02.2021 10:12:49",40,39.66,39.3125
40,"02.02.2021 10:12:53",40,39.67,39.375
40,"02.02.2021 10:12:57",40,39.69,39.375
40,"02.02.2021 10:13:00",40,39.69,39.375
40,"02.02.2021 10:13:04",40,39.7,39.375
40,"02.02.2021 10:13:08",40,39.72,39.375
40,"02.02.2021 10:13:12",40,39.73,39.375
40,"02.02.2021 10:13:16",40,39.73,39.375
40,"02.02.2021 10:13:20",40,39.74,39.375
40,"02.02.2021 10:13:24",40,39.75,39.375
40,"02.02.2021 10:13:28",40,39.76,39.375
40,"02.02.2021 10:13:32",40,39.77,39.375
40,"02.02.2021 10:13:36",40,39.77,39.375
40,"02.02.2021 10:13:40",40,39.78,39.375
40,"02.02.2021 10:13:44",40,39.78,39.4375
40,"02.02.2021 10:13:48",40,39.79,39.4375
40,"02.02.2021 10:13:51",40,39.8,39.4375
40,"02.02.2021 10:13:55",40,39.81,39.375
40,"02.02.2021 10:13:59",40.001,39.81,39.375
40,"02.02.2021 10:14:03",40,39.82,39.4375
40,"02.02.2021 10:14:07",40,39.83,39.4375
40,"02.02.2021 10:14:11",40,39.83,39.4375
40,"02.02.2021 10:14:15",40,39.84,39.4375
40,"02.02.2021 10:14:19",40,39.85,39.4375
40,"02.02.2021 10:14:23",40,39.87,39.4375
40,"02.02.2021 10:14:27",40,39.87,39.4375
40,"02.02.2021 10:14:31",40,39.88,39.4375
40,"02.02.2021 10:14:35",40,39.88,39.4375
40,"02.02.2021 10:14:39",40,39.89,39.4375
40,"02.02.2021 10:14:42",40,39.9,39.4375
40,"02.02.2021 10:14:46",40,39.9,39.4375
40,"02.02.2021 10:14:50",40,39.91,39.4375
40,"02.02.2021 10:14:54",40,39.91,39.4375
40,"02.02.2021 10:14:58",40,39.92,39.4375
40,"02.02.2021 10:15:02",40,39.92,39.4375
40,"02.02.2021 10:15:06",40,39.93,39.4375
40,"02.02.2021 10:15:10",40,39.93,39.4375
40,"02.02.2021 10:15:14",40,39.94,39.4375
40,"02.02.2021 10:15:18",40,39.94,39.4375
40,"02.02.2021 10:15:22",40,39.95,39.4375
40,"02.02.2021 10:15:26",40,39.95,39.5
40,"02.02.2021 10:15:30",40,39.95,39.4375
40,"02.02.2021 10:15:33",40,39.96,39.4375
40,"02.02.2021 10:15:37",40,39.96,39.5
40,"02.02.2021 10:15:41",40,39.97,39.4375
40,"02.02.2021 10:15:45",40,39.97,39.4375
40,"02.02.2021 10:15:49",40,39.98,39.4375
40,"02.02.2021 10:15:53",40,39.98,39.5
40,"02.02.2021 10:15:57",40,39.98,39.4375
40,"02.02.2021 10:16:01",40,39.99,39.4375
40,"02.02.2021 10:16:05",40,39.99,39.5
40,"02.02.2021 10:16:09",40,40,39.4375
40,"02.02.2021 10:16:13",40,40,39.4375
40,"02.02.2021 10:16:17",40,40,39.5
40,"02.02.2021 10:16:21",40,40,39.4375
40,"02.02.2021 10:16:24",40,40.01,39.4375
40,"02.02.2021 10:16:28",40,40.01,39.4375
40,"02.02.2021 10:16:32",40,40.01,39.5
40,"02.02.2021 10:16:36",40,40.02,39.5
40,"02.02.2021 10:16:40",40,40.02,39.5
40,"02.02.2021 10:16:44",40,40.02,39.5
40,"02.02.2021 10:16:48",40,40.03,39.4375
40,"02.02.2021 10:16:52",40,40.03,39.5
40,"02.02.2021 10:16:56",40,40.03,39.5
40,"02.02.2021 10:17:00",40,40.03,39.5
40,"02.02.2021 10:17:04",40,40.04,39.5
40,"02.02.2021 10:17:08",40,40.04,39.5
40,"02.02.2021 10:17:12",40,40.04,39.5
40,"02.02.2021 10:17:16",40,40.04,39.5
40,"02.02.2021 10:17:19",40,40.05,39.5
40,"02.02.2021 10:17:23",40,40.05,39.5
40,"02.02.2021 10:17:27",40,40.05,39.5
40,"02.02.2021 10:17:31",40,40.05,39.5
40,"02.02.2021 10:17:35",40,40.06,39.5
40,"02.02.2021 10:17:39",40,40.06,39.5
40,"02.02.2021 10:17:43",40,40.06,39.5
40,"02.02.2021 10:17:47",40,40.06,39.5
40,"02.02.2021 10:17:51",40,40.06,39.5
40,"02.02.2021 10:17:55",40,40.07,39.5
40,"02.02.2021 10:17:59",40,40.07,39.5
40,"02.02.2021 10:18:03",40,40.07,39.5
40,"02.02.2021 10:18:07",40,40.07,39.5
40,"02.02.2021 10:18:10",40,40.07,39.5
40,"02.02.2021 10:18:14",40,40.08,39.5
40,"02.02.2021 10:18:18",40,40.08,39.5
40,"02.02.2021 10:18:22",40,40.08,39.5
40,"02.02.2021 10:18:26",40,40.08,39.5
40,"02.02.2021 10:18:30",40,40.08,39.5
40,"02.02.2021 10:18:34",40,40.08,39.5
40,"02.02.2021 10:18:38",40,40.08,39.5
40,"02.02.2021 10:18:42",40,40.09,39.5
40,"02.02.2021 10:18:46",40,40.09,39.5
40,"02.02.2021 10:18:50",40,40.09,39.5
40,"02.02.2021 10:18:54",40,40.09,39.5
40,"02.02.2021 10:18:58",40,40.09,39.5
40,"02.02.2021 10:19:02",40,40.09,39.5
40,"02.02.2021 10:19:06",40,40.1,39.5
40,"02.02.2021 10:19:09",40,40.1,39.5
40,"02.02.2021 10:19:13",40,40.1,39.5
40,"02.02.2021 10:19:17",40,40.1,39.5
40,"02.02.2021 10:19:21",40,40.1,39.5
40,"02.02.2021 10:19:25",40,40.1,39.5
40,"02.02.2021 10:19:29",40,40.1,39.5
40,"02.02.2021 10:19:33",40,40.1,39.5
40,"02.02.2021 10:19:37",40,40.11,39.5
40,"02.02.2021 10:19:41",40,40.11,39.5
40,"02.02.2021 10:19:45",40,40.11,39.5
40,"02.02.2021 10:19:49",40,40.11,39.5
40,"02.02.2021 10:19:53",40,40.11,39.5
40,"02.02.2021 10:19:57",40,40.11,39.5
40,"02.02.2021 10:20:00",40,40.11,39.5
40,"02.02.2021 10:20:04",40,40.11,39.5
40,"02.02.2021 10:20:08",40,40.11,39.5
40,"02.02.2021 10:20:12",40,40.11,39.5
40,"02.02.2021 10:20:16",40,40.12,39.5
40,"02.02.2021 10:20:20",40,40.12,39.5
40,"02.02.2021 10:20:24",40,40.12,39.5
40,"02.02.2021 10:20:28",40,40.12,39.5
40,"02.02.2021 10:20:32",40,40.12,39.5625
40,"02.02.2021 10:20:36",40,40.12,39.5
40,"02.02.2021 10:20:40",40,40.12,39.5
40,"02.02.2021 10:20:44",40,40.12,39.5
40,"02.02.2021 10:20:48",40,40.12,39.5
40,"02.02.2021 10:20:51",40,40.12,39.5
40,"02.02.2021 10:20:55",40,40.12,39.5
40,"02.02.2021 10:20:59",40,40.12,39.5
40,"02.02.2021 10:21:03",40,40.12,39.5
40,"02.02.2021 10:21:07",40,40.12,39.5
40,"02.02.2021 10:21:11",40,40.12,39.5
40,"02.02.2021 10:21:15",40,40.13,39.5
40,"02.02.2021 10:21:19",40,40.13,39.5
40,"02.02.2021 10:21:23",40,40.13,39.5
40,"02.02.2021 10:21:27",40,40.13,39.5
40,"02.02.2021 10:21:31",40,40.13,39.5
40,"02.02.2021 10:21:35",40,40.13,39.5
40,"02.02.2021 10:21:38",40,40.13,39.5
40,"02.02.2021 10:21:42",40,40.13,39.5
40,"02.02.2021 10:21:46",40,40.13,39.5
40,"02.02.2021 10:21:50",40,40.13,39.5
40,"02.02.2021 10:21:54",40,40.13,39.5
40,"02.02.2021 10:21:58",40,40.13,39.5
40,"02.02.2021 10:22:02",40,40.13,39.5
40,"02.02.2021 10:22:06",40,40.13,39.5
40,"02.02.2021 10:22:10",40,40.13,39.5
40,"02.02.2021 10:22:14",40,40.13,39.5
40,"02.02.2021 10:22:18",40,40.13,39.5
40,"02.02.2021 10:22:22",40,40.13,39.5
40,"02.02.2021 10:22:26",40,40.13,39.5
40,"02.02.2021 10:22:29",40,40.13,39.5
40,"02.02.2021 10:22:33",40,40.14,39.5
