Spec:;
FinishDate:;17.01.2021 17:59:42

;SetPoint;Timestamp;ReferenceValue;DUT value
SET;25,0000;;25,1800;25,1228
IPP;;17.01.2021 17:59:25;25,1800;25,1228
IPP;;17.01.2021 17:59:29;25,1800;25,1228
IPP;;17.01.2021 17:59:29;25,1800;25,1228
IPP;;17.01.2021 17:59:32;25,1800;25,1228
IPP;;17.01.2021 17:59:32;25,1800;25,1228
IPP;;17.01.2021 17:59:36;25,1800;25,1228
IPP;;17.01.2021 17:59:36;25,1800;25,1228
