SetPoint;Chamber;Ref;DUT
16.01.2021 19:35:59;0;0,319;7,13;7,25
16.01.2021 19:36:03;0;0,215;7,01999999999998;7,0625
16.01.2021 19:36:07;0;0,175;6,86000000000001;6,9375
16.01.2021 19:36:11;0;0,128;6,70999999999998;6,8125
16.01.2021 19:36:15;0;0,088;6,56999999999999;6,6875
16.01.2021 19:36:18;0;0,062;6,44999999999999;6,5625
16.01.2021 19:36:22;0;0,041;6,31;6,4375
16.01.2021 19:36:26;0;0,029;6,18000000000001;6,3125
16.01.2021 19:36:30;0;0,024;6,07999999999998;6,1875
16.01.2021 19:36:34;0;0,023;5,95999999999998;6,0625
16.01.2021 19:36:38;0;0,025;5,82999999999998;5,9375
16.01.2021 19:36:42;0;0,029;5,70999999999998;5,8125
16.01.2021 19:36:45;0;0,033;5,62;5,75
16.01.2021 19:36:49;0;0,037;5,50999999999999;5,625
16.01.2021 19:36:53;0;0,039;5,38999999999999;5,5
16.01.2021 19:36:57;0;0,04;5,26999999999998;5,4375
16.01.2021 19:37:01;0;0,04;5,19;5,3125
16.01.2021 19:37:05;0;0,038;5,08999999999997;5,25
16.01.2021 19:37:09;0;0,035;4,97000000000003;5,125
16.01.2021 19:37:12;0;0,032;4,89999999999998;5,0625
16.01.2021 19:37:16;0;0,035;4,80000000000001;5
16.01.2021 19:37:20;0;0,031;4,69999999999999;4,875
16.01.2021 19:37:24;0;0,025;4,60000000000002;4,8125
16.01.2021 19:37:28;0;0,019;4,50999999999999;4,6875
16.01.2021 19:37:32;0;0,013;4,42000000000002;4,625
16.01.2021 19:37:35;0;0,007;4,31999999999999;4,5625
16.01.2021 19:37:39;0;0,004;4,25999999999999;4,4375
16.01.2021 19:37:43;0;0,001;4,16000000000003;4,375
16.01.2021 19:37:47;0;0;4,07999999999998;4,3125
16.01.2021 19:37:51;0;-0,001;3,98000000000002;4,25
16.01.2021 19:37:55;0;0;3,92000000000002;4,125
16.01.2021 19:37:59;0;0;3,82999999999998;4,0625
16.01.2021 19:38:02;0;0,001;3,75;4
16.01.2021 19:38:06;0;0,002;3,69;3,9375
16.01.2021 19:38:10;0;0,003;3,62;3,875
16.01.2021 19:38:14;0;0,004;3,55000000000001;3,8125
16.01.2021 19:38:18;0;0,004;3,48000000000002;3,75
16.01.2021 19:38:22;0;0,005;3,39999999999998;3,6875
16.01.2021 19:38:26;0;0,005;3,32999999999998;3,625
16.01.2021 19:38:29;0;0,004;3,25999999999999;3,5625
16.01.2021 19:38:33;0;0,004;3,20999999999998;3,5
16.01.2021 19:38:37;0;0,003;3,13999999999999;3,4375
16.01.2021 19:38:41;0;0,002;3,08999999999997;3,375
16.01.2021 19:38:45;0;0,002;3,00999999999999;3,3125
16.01.2021 19:38:49;0;0,001;2,95999999999998;3,25
16.01.2021 19:38:53;0;0,001;2,89999999999998;3,1875
16.01.2021 19:38:56;0;0;2,83999999999997;3,125
16.01.2021 19:39:00;0;0;2,76999999999998;3,0625
16.01.2021 19:39:04;0;0;2,73000000000002;3
16.01.2021 19:39:08;0;-0,001;2,66000000000003;3
16.01.2021 19:39:12;0;-0,001;2,61000000000001;2,9375
16.01.2021 19:39:16;0;-0,001;2,56999999999999;2,875
16.01.2021 19:39:19;0;-0,001;2,51999999999998;2,8125
16.01.2021 19:39:23;0;-0,001;2,47000000000003;2,75
16.01.2021 19:39:27;0;-0,001;2,41000000000003;2,75
16.01.2021 19:39:31;0;-0,001;2,38;2,6875
16.01.2021 19:39:35;0;-0,001;2,32999999999998;2,625
16.01.2021 19:39:39;0;-0,001;2,26999999999998;2,5625
16.01.2021 19:39:43;0;-0,001;2,23000000000002;2,5625
16.01.2021 19:39:46;0;-0,001;2,18000000000001;2,5
16.01.2021 19:39:50;0;-0,001;2,13;2,4375
16.01.2021 19:39:54;0;-0,001;2,10000000000002;2,4375
16.01.2021 19:39:58;0;-0,001;2,06;2,375
16.01.2021 19:40:02;0;-0,001;2,01999999999998;2,3125
16.01.2021 19:40:06;0;-0,001;1,98000000000002;2,3125
16.01.2021 19:40:09;0;-0,001;1,94999999999999;2,25
16.01.2021 19:40:13;0;-0,001;1,89999999999998;2,1875
16.01.2021 19:40:17;0;-0,001;1,85000000000002;2,1875
16.01.2021 19:40:21;0;-0,001;1,81999999999999;2,125
16.01.2021 19:40:25;0;-0,001;1,79000000000002;2,125
16.01.2021 19:40:29;0;-0,001;1,75;2,0625
16.01.2021 19:40:33;0;-0,001;1,70999999999998;2
16.01.2021 19:40:36;0;-0,001;1,69;2
16.01.2021 19:40:40;0;-0,002;1,64999999999998;1,9375
16.01.2021 19:40:44;0;-0,001;1,62;1,9375
16.01.2021 19:40:48;0;-0,001;1,60000000000002;1,875
16.01.2021 19:40:52;0;-0,001;1,56999999999999;1,875
16.01.2021 19:40:56;0;-0,002;1,52999999999997;1,8125
16.01.2021 19:41:00;0;-0,001;1,48000000000002;1,8125
16.01.2021 19:41:03;0;-0,001;1,45999999999998;1,75
16.01.2021 19:41:07;0;-0,001;1,43000000000001;1,75
16.01.2021 19:41:11;0;-0,001;1,39999999999998;1,6875
16.01.2021 19:41:15;0;-0,001;1,37;1,6875
16.01.2021 19:41:19;0;-0,001;1,35000000000002;1,625
16.01.2021 19:41:23;0;-0,001;1,31999999999999;1,625
16.01.2021 19:41:27;0;-0,001;1,30000000000001;1,5625
16.01.2021 19:41:30;0;-0,001;1,26999999999998;1,5625
16.01.2021 19:41:34;0;-0,001;1,25;1,5
16.01.2021 19:41:38;0;-0,001;1,22000000000003;1,5
16.01.2021 19:41:42;0;-0,001;1,19999999999999;1,5
16.01.2021 19:41:46;0;-0,001;1,18000000000001;1,4375
16.01.2021 19:41:50;0;-0,001;1,14999999999998;1,4375
16.01.2021 19:41:53;0;-0,001;1,12;1,375
16.01.2021 19:41:57;0;-0,001;1,11000000000001;1,375
16.01.2021 19:42:01;0;-0,001;1,08999999999997;1,3125
16.01.2021 19:42:05;0;-0,001;1,06999999999999;1,3125
16.01.2021 19:42:09;0;-0,001;1,04000000000002;1,3125
16.01.2021 19:42:13;0;-0,001;1,02999999999997;1,25
16.01.2021 19:42:17;0;-0,001;1,00999999999999;1,25
16.01.2021 19:42:20;0;-0,001;0,980000000000018;1,25
16.01.2021 19:42:24;0;-0,001;0,95999999999998;1,1875
16.01.2021 19:42:28;0;-0,001;0,949999999999989;1,1875
16.01.2021 19:42:32;0;-0,001;0,920000000000016;1,1875
16.01.2021 19:42:36;0;-0,001;0,899999999999977;1,125
16.01.2021 19:42:40;0;-0,001;0,879999999999995;1,125
16.01.2021 19:42:44;0;-0,001;0,860000000000014;1,125
16.01.2021 19:42:47;0;-0,001;0,850000000000023;1,125
16.01.2021 19:42:51;0;-0,001;0,829999999999984;1,0625
16.01.2021 19:42:55;0;-0,001;0,819999999999993;1,0625
16.01.2021 19:42:59;0;-0,001;0,800000000000011;1,0625
16.01.2021 19:43:03;0;-0,001;0,779999999999973;1
16.01.2021 19:43:07;0;-0,001;0,769999999999982;1
16.01.2021 19:43:11;0;-0,001;0,740000000000009;1
16.01.2021 19:43:14;0;-0,001;0,730000000000018;1
16.01.2021 19:43:18;0;-0,001;0,70999999999998;0,9375
16.01.2021 19:43:22;0;-0,001;0,699999999999989;0,9375
16.01.2021 19:43:26;0;-0,001;0,680000000000007;0,9375
16.01.2021 19:43:30;0;-0,001;0,670000000000016;0,875
16.01.2021 19:43:34;0;-0,001;0,660000000000025;0,875
16.01.2021 19:43:37;0;-0,001;0,639999999999986;0,875
16.01.2021 19:43:41;0;-0,001;0,629999999999995;0,875
16.01.2021 19:43:45;0;-0,001;0,610000000000014;0,8125
16.01.2021 19:43:49;0;-0,001;0,610000000000014;0,8125
16.01.2021 19:43:53;0;-0,001;0,600000000000023;0,8125
16.01.2021 19:43:57;0;-0,001;0,589999999999975;0,75
16.01.2021 19:44:00;0;-0,001;0,579999999999984;0,75
16.01.2021 19:44:04;0;-0,001;0,569999999999993;0,75
16.01.2021 19:44:08;0;-0,001;0,550000000000011;0,6875
16.01.2021 19:44:12;0;-0,001;0,54000000000002;0,6875
16.01.2021 19:44:16;0;0;0,529999999999973;0,6875
16.01.2021 19:44:20;0;-0,001;0,519999999999982;0,6875
16.01.2021 19:44:24;0;0;0,509999999999991;0,6875
16.01.2021 19:44:28;0;-0,001;0,5;0,6875
16.01.2021 19:44:31;0;-0,001;0,490000000000009;0,6875
16.01.2021 19:44:35;0;-0,001;0,480000000000018;0,625
16.01.2021 19:44:39;0;-0,001;0,470000000000027;0,625
16.01.2021 19:44:43;0;-0,001;0,45999999999998;0,625
16.01.2021 19:44:47;0;-0,001;0,449999999999989;0,625
16.01.2021 19:44:51;0;-0,001;0,439999999999998;0,5625
16.01.2021 19:44:54;0;-0,001;0,430000000000007;0,5625
16.01.2021 19:44:58;0;-0,001;0,420000000000016;0,5625
16.01.2021 19:45:02;0;-0,001;0,410000000000025;0,5625
16.01.2021 19:45:06;0;0;0,399999999999977;0,5625
16.01.2021 19:45:10;0;0;0,399999999999977;0,5625
16.01.2021 19:45:14;0;-0,001;0,389999999999986;0,5
16.01.2021 19:45:18;0;-0,001;0,379999999999995;0,5
16.01.2021 19:45:21;0;-0,001;0,360000000000014;0,5
16.01.2021 19:45:25;0;-0,001;0,350000000000023;0,5
16.01.2021 19:45:29;0;-0,001;0,350000000000023;0,5
16.01.2021 19:45:33;0;-0,001;0,339999999999975;0,5
16.01.2021 19:45:37;0;0;0,329999999999984;0,5
16.01.2021 19:45:41;0;-0,001;0,319999999999993;0,4375
16.01.2021 19:45:45;0;-0,001;0,319999999999993;0,4375
16.01.2021 19:45:48;0;-0,001;0,300000000000011;0,4375
16.01.2021 19:45:52;0;-0,001;0,29000000000002;0,4375
16.01.2021 19:45:56;0;-0,001;0,279999999999973;0,4375
16.01.2021 19:46:00;0;-0,001;0,279999999999973;0,4375
16.01.2021 19:46:04;0;0;0,269999999999982;0,375
16.01.2021 19:46:08;0;-0,001;0,259999999999991;0,375
16.01.2021 19:46:12;0;0;0,259999999999991;0,375
16.01.2021 19:46:15;0;0;0,25;0,375
16.01.2021 19:46:19;0;-0,001;0,240000000000009;0,375
16.01.2021 19:46:23;0;0;0,240000000000009;0,375
16.01.2021 19:46:27;0;0;0,230000000000018;0,375
16.01.2021 19:46:31;0;-0,001;0,230000000000018;0,375
16.01.2021 19:46:35;0;0;0,220000000000027;0,3125
16.01.2021 19:46:39;0;-0,001;0,220000000000027;0,3125
16.01.2021 19:46:42;0;-0,001;0,20999999999998;0,3125
16.01.2021 19:46:46;0;0;0,199999999999989;0,3125
16.01.2021 19:46:50;0;-0,001;0,199999999999989;0,3125
16.01.2021 19:46:54;0;0;0,199999999999989;0,3125
16.01.2021 19:46:58;0;-0,001;0,189999999999998;0,3125
16.01.2021 19:47:02;0;0;0,180000000000007;0,25
16.01.2021 19:47:06;0;-0,001;0,180000000000007;0,25
16.01.2021 19:47:09;0;0;0,180000000000007;0,25
16.01.2021 19:47:13;0;-0,001;0,170000000000016;0,25
16.01.2021 19:47:17;0;0;0,170000000000016;0,25
16.01.2021 19:47:21;0;0;0,160000000000025;0,25
16.01.2021 19:47:25;0;-0,001;0,160000000000025;0,25
16.01.2021 19:47:29;0;0;0,149999999999977;0,25
16.01.2021 19:47:33;0;-0,001;0,149999999999977;0,25
16.01.2021 19:47:37;0;0;0,139999999999986;0,25
16.01.2021 19:47:40;0;-0,001;0,139999999999986;0,25
16.01.2021 19:47:44;0;0;0,139999999999986;0,25
16.01.2021 19:47:48;0;-0,001;0,129999999999995;0,1875
16.01.2021 19:47:52;0;0;0,129999999999995;0,1875
16.01.2021 19:47:56;0;-0,001;0,120000000000005;0,1875
16.01.2021 19:48:00;0;0;0,120000000000005;0,1875
16.01.2021 19:48:04;0;-0,001;0,120000000000005;0,1875
16.01.2021 19:48:07;0;0;0,120000000000005;0,1875
16.01.2021 19:48:11;0;0;0,120000000000005;0,1875
16.01.2021 19:48:15;0;0;0,110000000000014;0,1875
16.01.2021 19:48:19;0;0;0,110000000000014;0,1875
16.01.2021 19:48:23;0;-0,001;0,110000000000014;0,1875
16.01.2021 19:48:27;0;0;0,100000000000023;0,1875
16.01.2021 19:48:31;0;-0,001;0,100000000000023;0,1875
16.01.2021 19:48:34;0;0;0,100000000000023;0,1875
16.01.2021 19:48:38;0;0;0,089999999999975;0,125
16.01.2021 19:48:42;0;0;0,089999999999975;0,125
16.01.2021 19:48:46;0;0;0,089999999999975;0,125
16.01.2021 19:48:50;0;-0,001;0,089999999999975;0,125
16.01.2021 19:48:54;0;0;0,0799999999999841;0,125
16.01.2021 19:48:57;0;-0,001;0,0799999999999841;0,125
16.01.2021 19:49:01;0;0;0,0799999999999841;0,125
16.01.2021 19:49:05;0;0;0,0699999999999932;0,125
16.01.2021 19:49:09;0;0;0,0699999999999932;0,125
16.01.2021 19:49:13;0;0;0,0699999999999932;0,125
16.01.2021 19:49:17;0;0;0,0699999999999932;0,125
16.01.2021 19:49:21;0;0;0,0600000000000023;0,125
16.01.2021 19:49:24;0;0;0,0600000000000023;0,125
16.01.2021 19:49:28;0;-0,001;0,0600000000000023;0,125
16.01.2021 19:49:32;0;0;0,0600000000000023;0,125
16.01.2021 19:49:36;0;0;0,0500000000000114;0,0625
16.01.2021 19:49:40;0;-0,001;0,0500000000000114;0,0625
16.01.2021 19:49:44;0;0;0,0500000000000114;0,125
16.01.2021 19:49:47;0;0;0,0400000000000205;0,0625
16.01.2021 19:49:51;0;0;0,0400000000000205;0,0625
16.01.2021 19:49:55;0;0;0,0400000000000205;0,0625
16.01.2021 19:49:59;0;0;0,0400000000000205;0,0625
16.01.2021 19:50:03;0;0;0,0400000000000205;0,0625
16.01.2021 19:50:07;0;0;0,0400000000000205;0,0625
16.01.2021 19:50:11;0;-0,001;0,0299999999999727;0,0625
16.01.2021 19:50:15;0;-0,001;0,0299999999999727;0,0625
16.01.2021 19:50:18;0;0;0,0299999999999727;0,0625
16.01.2021 19:50:22;0;0;0,0299999999999727;0,0625
16.01.2021 19:50:26;0;-0,001;0,0199999999999818;0,0625
16.01.2021 19:50:30;0;0;0,0199999999999818;0,0625
16.01.2021 19:50:34;0;0;0,0199999999999818;0,0625
16.01.2021 19:50:38;0;-0,001;0,0199999999999818;0,0625
16.01.2021 19:50:41;0;0;0,0199999999999818;0,0625
16.01.2021 19:50:45;0;0;0,0199999999999818;0,0625
16.01.2021 19:50:49;0;-0,001;0,00999999999999091;0,0625
16.01.2021 19:50:53;0;-0,001;0,00999999999999091;0,0625
16.01.2021 19:50:57;0;0;0,00999999999999091;0,0625
16.01.2021 19:51:01;0;0;0,00999999999999091;0,0625
16.01.2021 19:51:04;0;-0,001;0,00999999999999091;0,0625
16.01.2021 19:51:08;0;0;0,00999999999999091;0
16.01.2021 19:51:12;0;0,001;0;0
16.01.2021 19:51:16;0;0;0;0
16.01.2021 19:51:20;0;-0,001;0;0
16.01.2021 19:51:24;0;0;0;0
16.01.2021 19:51:28;0;0;0;0
16.01.2021 19:51:31;0;-0,001;0;0
16.01.2021 19:51:35;0;-0,001;0;0
16.01.2021 19:51:39;0;0;-0,00999999999999091;0
16.01.2021 19:51:43;0;0;-0,00999999999999091;0
16.01.2021 19:51:47;0;-0,001;-0,00999999999999091;0
16.01.2021 19:51:51;0;-0,001;-0,00999999999999091;0
16.01.2021 19:51:55;0;0;-0,00999999999999091;0
16.01.2021 19:51:58;0;0;-0,00999999999999091;0
16.01.2021 19:52:02;0;0;-0,00999999999999091;0
16.01.2021 19:52:06;0;-0,001;-0,00999999999999091;0
16.01.2021 19:52:10;0;0;-0,0299999999999727;0
16.01.2021 19:52:14;0;0;-0,0299999999999727;0
16.01.2021 19:52:18;0;0,001;-0,0299999999999727;0
16.01.2021 19:52:21;0;-0,001;-0,0299999999999727;0
16.01.2021 19:52:25;0;-0,001;-0,0299999999999727;0
16.01.2021 19:52:29;0;0;-0,0299999999999727;0
16.01.2021 19:52:33;0;0;-0,0299999999999727;0
16.01.2021 19:52:37;0;0,001;-0,0299999999999727;0
16.01.2021 19:52:41;0;-0,001;-0,0299999999999727;0
16.01.2021 19:52:45;0;-0,001;-0,0400000000000205;0
16.01.2021 19:52:48;0;0;-0,0400000000000205;0
16.01.2021 19:52:52;0;0;-0,0400000000000205;0
16.01.2021 19:52:56;0;0;-0,0400000000000205;0
16.01.2021 19:53:00;0;-0,001;-0,0400000000000205;0
16.01.2021 19:53:04;0;-0,001;-0,0400000000000205;0
16.01.2021 19:53:08;0;-0,001;-0,0400000000000205;0
16.01.2021 19:53:12;0;0;-0,0400000000000205;0
16.01.2021 19:53:15;0;0;-0,0400000000000205;0
16.01.2021 19:53:19;0;0,001;-0,0500000000000114;0
16.01.2021 19:53:23;0;-0,001;-0,0400000000000205;0
16.01.2021 19:53:27;0;-0,001;-0,0500000000000114;0
16.01.2021 19:53:31;0;0;-0,0500000000000114;0
16.01.2021 19:53:35;0;0;-0,0500000000000114;0
16.01.2021 19:53:39;0;0;-0,0500000000000114;0
16.01.2021 19:53:42;0;0,001;-0,0500000000000114;0
16.01.2021 19:53:46;0;-0,001;-0,0500000000000114;-0,0625
16.01.2021 19:53:50;0;-0,001;-0,0500000000000114;0
16.01.2021 19:53:54;0;-0,001;-0,0500000000000114;-0,0625
16.01.2021 19:53:58;0;0;-0,0500000000000114;-0,0625
16.01.2021 19:54:02;0;0;-0,0500000000000114;-0,0625
16.01.2021 19:54:06;0;0,001;-0,0500000000000114;-0,0625
16.01.2021 19:54:09;0;0,001;-0,0500000000000114;0
16.01.2021 19:54:13;0;0;-0,0600000000000023;-0,0625
16.01.2021 19:54:17;0;-0,001;-0,0600000000000023;-0,0625
16.01.2021 19:54:21;0;-0,001;-0,0600000000000023;-0,0625
16.01.2021 19:54:25;0;0;-0,0600000000000023;-0,0625
16.01.2021 19:54:29;0;0;-0,0600000000000023;-0,0625
16.01.2021 19:54:33;0;0;-0,0600000000000023;-0,0625
16.01.2021 19:54:37;0;0,001;-0,0600000000000023;-0,0625
16.01.2021 19:54:40;0;0,001;-0,0600000000000023;-0,0625
16.01.2021 19:54:44;0;-0,001;-0,0600000000000023;-0,0625
16.01.2021 19:54:48;0;-0,001;-0,0600000000000023;-0,0625
16.01.2021 19:54:52;0;-0,001;-0,0600000000000023;-0,0625
16.01.2021 19:54:56;0;-0,001;-0,0600000000000023;-0,0625
16.01.2021 19:55:00;0;0;-0,0600000000000023;-0,0625
16.01.2021 19:55:03;0;0;-0,0600000000000023;-0,0625
16.01.2021 19:55:07;0;0,001;-0,0600000000000023;-0,0625
16.01.2021 19:55:11;0;0,001;-0,0600000000000023;-0,0625
16.01.2021 19:55:15;0;0,001;-0,0699999999999932;-0,0625
16.01.2021 19:55:19;0;-0,001;-0,0600000000000023;-0,0625
16.01.2021 19:55:23;0;0;-0,0699999999999932;-0,0625
16.01.2021 19:55:27;0;-0,001;-0,0699999999999932;-0,0625
16.01.2021 19:55:30;0;-0,001;-0,0699999999999932;-0,0625
16.01.2021 19:55:34;0;-0,001;-0,0699999999999932;-0,0625
16.01.2021 19:55:38;0;-0,001;-0,0699999999999932;-0,0625
16.01.2021 19:55:42;0;0;-0,0699999999999932;-0,0625
16.01.2021 19:55:46;0;0;-0,0699999999999932;-0,0625
16.01.2021 19:55:50;0;0;-0,0699999999999932;-0,0625
16.01.2021 19:55:54;0;0,001;-0,0699999999999932;-0,0625
16.01.2021 19:55:57;0;0,001;-0,0699999999999932;-0,0625
16.01.2021 19:56:01;0;0,001;-0,0699999999999932;-0,0625
16.01.2021 19:56:05;0;0,002;-0,0699999999999932;-0,0625
16.01.2021 19:56:09;0;0;-0,0699999999999932;-0,0625
16.01.2021 19:56:13;0;-0,001;-0,0699999999999932;-0,0625
16.01.2021 19:56:17;0;-0,001;-0,0699999999999932;-0,0625
16.01.2021 19:56:20;0;-0,001;-0,0699999999999932;-0,0625
16.01.2021 19:56:24;0;-0,001;-0,0699999999999932;-0,0625
16.01.2021 19:56:28;0;0;-0,0699999999999932;-0,0625
16.01.2021 19:56:32;0;-0,001;-0,0699999999999932;-0,0625
16.01.2021 19:56:36;0;0;-0,0699999999999932;-0,0625
16.01.2021 19:56:40;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:56:43;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:56:47;0;0,001;-0,0799999999999841;-0,0625
16.01.2021 19:56:51;0;0,001;-0,0799999999999841;-0,0625
16.01.2021 19:56:55;0;0,001;-0,0799999999999841;-0,0625
16.01.2021 19:56:59;0;0,001;-0,0799999999999841;-0,0625
16.01.2021 19:57:03;0;0,001;-0,0799999999999841;-0,0625
16.01.2021 19:57:07;0;-0,001;-0,0799999999999841;-0,0625
16.01.2021 19:57:10;0;-0,001;-0,0799999999999841;-0,0625
16.01.2021 19:57:14;0;-0,001;-0,0799999999999841;-0,0625
16.01.2021 19:57:18;0;-0,001;-0,0799999999999841;-0,0625
16.01.2021 19:57:22;0;-0,001;-0,0799999999999841;-0,0625
16.01.2021 19:57:26;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:57:30;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:57:33;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:57:37;0;-0,001;-0,0799999999999841;-0,0625
16.01.2021 19:57:41;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:57:45;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:57:49;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:57:53;0;-0,001;-0,0799999999999841;-0,0625
16.01.2021 19:57:56;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:58:00;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:58:04;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:58:08;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:58:12;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:58:16;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:58:19;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:58:23;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:58:27;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:58:31;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:58:35;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:58:39;0;0;-0,0799999999999841;-0,0625
16.01.2021 19:58:43;20;0;-0,0799999999999841;-0,0625
16.01.2021 19:58:46;20;0,001;-0,0799999999999841;-0,0625
16.01.2021 19:58:50;20;0,111;-0,0799999999999841;-0,0625
16.01.2021 19:58:54;20;0,393;-0,0600000000000023;-0,0625
16.01.2021 19:58:58;20;0,942;0;-0,0625
16.01.2021 19:59:02;20;1,657;0,100000000000023;0
16.01.2021 19:59:06;20;2,397;0,230000000000018;0,0625
16.01.2021 19:59:09;20;3,065;0,360000000000014;0,1875
16.01.2021 19:59:13;20;3,846;0,550000000000011;0,25
16.01.2021 19:59:17;20;4,642;0,730000000000018;0,375
16.01.2021 19:59:21;20;5,348;0,899999999999977;0,5
16.01.2021 19:59:25;20;6,149;1,11000000000001;0,6875
