SetPoint;Chamber;Ref;DUT
16.01.2021 12:25:08;0;-0,001;2,08999999999997;2,6875
16.01.2021 12:25:12;0;-0,001;2,04000000000002;2,625
16.01.2021 12:25:15;0;-0,001;2,00999999999999;2,5625
16.01.2021 12:25:19;0;-0,001;1,98000000000002;2,5
16.01.2021 12:25:23;0;-0,001;1,93000000000001;2,5
16.01.2021 12:25:27;0;-0,002;1,88;2,4375
16.01.2021 12:25:31;0;-0,002;1,85000000000002;2,375
16.01.2021 12:25:35;0;-0,002;1,80000000000001;2,375
16.01.2021 12:25:39;0;-0,002;1,75999999999999;2,3125
16.01.2021 12:25:42;0;-0,002;1,72000000000003;2,25
16.01.2021 12:25:46;0;-0,002;1,69;2,25
16.01.2021 12:25:50;0;-0,002;1,66000000000003;2,1875
16.01.2021 12:25:54;0;-0,001;1,62;2,125
16.01.2021 12:25:58;0;-0,001;1,57999999999998;2,0625
16.01.2021 12:26:02;0;-0,001;1,55000000000001;2,0625
16.01.2021 12:26:06;0;-0,002;1,5;2
16.01.2021 12:26:09;0;-0,001;1,48000000000002;2
16.01.2021 12:26:13;0;-0,001;1,44999999999999;1,9375
16.01.2021 12:26:17;0;-0,001;1,42000000000002;1,875
16.01.2021 12:26:21;0;-0,002;1,38999999999999;1,875
16.01.2021 12:26:25;0;-0,002;1,35000000000002;1,8125
16.01.2021 12:26:29;0;-0,002;1,32999999999998;1,8125
16.01.2021 12:26:32;0;-0,002;1,30000000000001;1,75
16.01.2021 12:26:36;0;-0,001;1,26999999999998;1,6875
16.01.2021 12:26:40;0;-0,001;1,25;1,6875
16.01.2021 12:26:44;0;-0,001;1,22000000000003;1,6875
16.01.2021 12:26:48;0;-0,001;1,19;1,625
16.01.2021 12:26:52;0;-0,001;1,16000000000003;1,5625
16.01.2021 12:26:56;0;-0,001;1,14999999999998;1,5625
16.01.2021 12:26:59;0;-0,001;1,11000000000001;1,5625
16.01.2021 12:27:03;0;-0,001;1,07999999999998;1,5
16.01.2021 12:27:07;0;-0,001;1,06999999999999;1,5
16.01.2021 12:27:11;0;-0,001;1,04000000000002;1,4375
16.01.2021 12:27:15;0;-0,001;1,01999999999998;1,4375
16.01.2021 12:27:19;0;-0,001;1;1,375
16.01.2021 12:27:22;0;-0,001;0,990000000000009;1,375
16.01.2021 12:27:26;0;-0,001;0,95999999999998;1,3125
16.01.2021 12:27:30;0;-0,001;0,930000000000007;1,3125
16.01.2021 12:27:34;0;-0,001;0,910000000000025;1,3125
16.01.2021 12:27:38;0;-0,001;0,889999999999986;1,25
16.01.2021 12:27:42;0;-0,001;0,870000000000005;1,25
16.01.2021 12:27:46;0;-0,001;0,850000000000023;1,1875
16.01.2021 12:27:49;0;-0,001;0,839999999999975;1,1875
16.01.2021 12:27:53;0;-0,001;0,819999999999993;1,125
16.01.2021 12:27:57;0;-0,001;0,800000000000011;1,125
16.01.2021 12:28:01;0;-0,001;0,779999999999973;1,125
16.01.2021 12:28:05;0;-0,001;0,769999999999982;1,0625
16.01.2021 12:28:09;0;-0,001;0,740000000000009;1,0625
16.01.2021 12:28:12;0;-0,001;0,720000000000027;1,0625
16.01.2021 12:28:16;0;-0,001;0,70999999999998;1
16.01.2021 12:28:20;0;-0,001;0,689999999999998;1
16.01.2021 12:28:24;0;-0,001;0,670000000000016;1
16.01.2021 12:28:28;0;-0,001;0,660000000000025;0,9375
16.01.2021 12:28:32;0;-0,001;0,649999999999977;0,9375
16.01.2021 12:28:36;0;-0,001;0,629999999999995;0,9375
16.01.2021 12:28:39;0;-0,001;0,610000000000014;0,875
16.01.2021 12:28:43;0;-0,001;0,600000000000023;0,875
16.01.2021 12:28:47;0;-0,001;0,589999999999975;0,875
16.01.2021 12:28:51;0;-0,001;0,569999999999993;0,875
16.01.2021 12:28:55;0;-0,001;0,560000000000002;0,8125
16.01.2021 12:28:59;0;-0,001;0,550000000000011;0,8125
16.01.2021 12:29:02;0;-0,001;0,529999999999973;0,8125
16.01.2021 12:29:06;0;-0,001;0,519999999999982;0,8125
16.01.2021 12:29:10;0;-0,001;0,519999999999982;0,75
16.01.2021 12:29:14;0;-0,001;0,509999999999991;0,75
16.01.2021 12:29:18;0;-0,001;0,5;0,75
16.01.2021 12:29:22;0;-0,001;0,490000000000009;0,75
16.01.2021 12:29:26;0;-0,001;0,470000000000027;0,6875
16.01.2021 12:29:29;0;-0,001;0,45999999999998;0,6875
16.01.2021 12:29:33;0;-0,001;0,439999999999998;0,6875
16.01.2021 12:29:37;0;-0,001;0,430000000000007;0,625
16.01.2021 12:29:41;0;-0,001;0,420000000000016;0,625
16.01.2021 12:29:45;0;-0,001;0,410000000000025;0,625
16.01.2021 12:29:49;0;-0,001;0,399999999999977;0,625
16.01.2021 12:29:53;0;-0,001;0,389999999999986;0,625
16.01.2021 12:29:56;0;-0,001;0,379999999999995;0,5625
16.01.2021 12:30:00;0;0;0,360000000000014;0,5625
16.01.2021 12:30:04;0;-0,001;0,379999999999995;0,5625
16.01.2021 12:30:08;0;-0,001;0,360000000000014;0,5625
16.01.2021 12:30:12;0;-0,001;0,350000000000023;0,5
16.01.2021 12:30:16;0;0;0,339999999999975;0,5
16.01.2021 12:30:20;0;-0,001;0,329999999999984;0,5
16.01.2021 12:30:23;0;-0,001;0,319999999999993;0,5
16.01.2021 12:30:27;0;-0,001;0,300000000000011;0,5
16.01.2021 12:30:31;0;0;0,29000000000002;0,5
16.01.2021 12:30:35;0;0;0,29000000000002;0,4375
16.01.2021 12:30:39;0;-0,001;0,279999999999973;0,4375
16.01.2021 12:30:43;0;0;0,259999999999991;0,4375
16.01.2021 12:30:47;0;-0,001;0,25;0,4375
16.01.2021 12:30:50;0;-0,001;0,25;0,4375
16.01.2021 12:30:54;0;0;0,240000000000009;0,4375
16.01.2021 12:30:58;0;0;0,230000000000018;0,4375
16.01.2021 12:31:02;0;-0,001;0,240000000000009;0,375
16.01.2021 12:31:06;0;0;0,230000000000018;0,375
16.01.2021 12:31:10;0;0;0,220000000000027;0,375
16.01.2021 12:31:13;0;-0,001;0,220000000000027;0,375
16.01.2021 12:31:17;0;0;0,20999999999998;0,375
16.01.2021 12:31:21;0;-0,001;0,199999999999989;0,375
16.01.2021 12:31:25;0;0;0,199999999999989;0,3125
16.01.2021 12:31:29;0;0;0,189999999999998;0,3125
16.01.2021 12:31:33;0;-0,001;0,189999999999998;0,3125
16.01.2021 12:31:37;0;-0,001;0,180000000000007;0,3125
16.01.2021 12:31:40;0;-0,001;0,170000000000016;0,3125
16.01.2021 12:31:44;0;0;0,170000000000016;0,3125
16.01.2021 12:31:48;0;0;0,160000000000025;0,3125
16.01.2021 12:31:52;0;0;0,160000000000025;0,3125
16.01.2021 12:31:56;0;0;0,149999999999977;0,25
16.01.2021 12:32:00;0;0;0,139999999999986;0,25
16.01.2021 12:32:03;0;0;0,129999999999995;0,25
16.01.2021 12:32:07;0;0;0,129999999999995;0,25
16.01.2021 12:32:11;0;-0,001;0,120000000000005;0,25
16.01.2021 12:32:15;0;0;0,120000000000005;0,25
16.01.2021 12:32:19;0;0;0,120000000000005;0,25
16.01.2021 12:32:23;0;0;0,120000000000005;0,25
16.01.2021 12:32:27;0;0;0,110000000000014;0,1875
16.01.2021 12:32:31;0;0;0,110000000000014;0,1875
16.01.2021 12:32:34;0;0;0,110000000000014;0,1875
16.01.2021 12:32:38;0;-0,001;0,100000000000023;0,1875
16.01.2021 12:32:42;0;0;0,100000000000023;0,1875
16.01.2021 12:32:46;0;0;0,089999999999975;0,1875
16.01.2021 12:32:50;0;0;0,089999999999975;0,1875
16.01.2021 12:32:54;0;0;0,089999999999975;0,1875
16.01.2021 12:32:58;0;0;0,0799999999999841;0,1875
16.01.2021 12:33:01;0;-0,001;0,0799999999999841;0,1875
16.01.2021 12:33:05;0;0;0,0699999999999932;0,1875
16.01.2021 12:33:09;0;0;0,0699999999999932;0,125
16.01.2021 12:33:13;0;0;0,0699999999999932;0,125
16.01.2021 12:33:17;0;-0,001;0,0600000000000023;0,125
16.01.2021 12:33:21;0;0;0,0600000000000023;0,125
16.01.2021 12:33:24;0;0;0,0600000000000023;0,125
16.01.2021 12:33:28;0;0;0,0500000000000114;0,125
16.01.2021 12:33:32;0;0;0,0500000000000114;0,125
16.01.2021 12:33:36;0;0;0,0500000000000114;0,125
16.01.2021 12:33:40;0;-0,001;0,0400000000000205;0,125
16.01.2021 12:33:44;0;0;0,0400000000000205;0,125
16.01.2021 12:33:47;0;0;0,0400000000000205;0,125
16.01.2021 12:33:51;0;0;0,0299999999999727;0,125
16.01.2021 12:33:55;0;0;0,0299999999999727;0,125
16.01.2021 12:33:59;0;0;0,0299999999999727;0,0625
16.01.2021 12:34:03;0;0;0,0299999999999727;0,0625
16.01.2021 12:34:07;0;0;0,0199999999999818;0,0625
16.01.2021 12:34:11;0;0;0,0199999999999818;0,0625
16.01.2021 12:34:14;0;-0,001;0,0199999999999818;0,0625
16.01.2021 12:34:18;0;0;0,00999999999999091;0,0625
16.01.2021 12:34:22;0;0;0,00999999999999091;0,0625
16.01.2021 12:34:26;0;0;0,00999999999999091;0,0625
16.01.2021 12:34:30;0;0;0,00999999999999091;0,0625
16.01.2021 12:34:34;0;-0,001;0,0199999999999818;0,0625
16.01.2021 12:34:37;0;0;0,00999999999999091;0,0625
16.01.2021 12:34:41;0;0;0,00999999999999091;0,0625
16.01.2021 12:34:45;0;0;0,00999999999999091;0,0625
16.01.2021 12:34:49;0;0;0,00999999999999091;0,0625
16.01.2021 12:34:53;0;0;-0,00999999999999091;0,0625
16.01.2021 12:34:57;0;0;-0,00999999999999091;0,0625
16.01.2021 12:35:01;0;0;-0,00999999999999091;0
16.01.2021 12:35:04;0;0;-0,00999999999999091;0
16.01.2021 12:35:08;0;0;-0,00999999999999091;0
16.01.2021 12:35:12;0;0;-0,0299999999999727;0
16.01.2021 12:35:16;0;0;-0,0299999999999727;0
16.01.2021 12:35:20;0;-0,001;-0,0299999999999727;0
16.01.2021 12:35:24;0;0;-0,0299999999999727;0
16.01.2021 12:35:28;0;0;-0,0299999999999727;0
16.01.2021 12:35:31;0;-0,001;-0,0400000000000205;0
16.01.2021 12:35:35;0;0;-0,0400000000000205;0
16.01.2021 12:35:39;0;0;-0,0400000000000205;0
16.01.2021 12:35:43;0;0;-0,0400000000000205;0
16.01.2021 12:35:47;0;0;-0,0400000000000205;0
16.01.2021 12:35:51;0;0;-0,0400000000000205;0
16.01.2021 12:35:54;0;0;-0,0500000000000114;0
16.01.2021 12:35:58;0;0;-0,0500000000000114;0
16.01.2021 12:36:02;0;0;-0,0500000000000114;0
16.01.2021 12:36:06;0;0;-0,0500000000000114;0
16.01.2021 12:36:10;0;0;-0,0500000000000114;0
16.01.2021 12:36:14;0;0;-0,0500000000000114;0
16.01.2021 12:36:17;0;0;-0,0500000000000114;0
16.01.2021 12:36:21;0;0;-0,0600000000000023;0
16.01.2021 12:36:25;0;0;-0,0600000000000023;0
16.01.2021 12:36:29;0;0;-0,0600000000000023;0
16.01.2021 12:36:33;0;0;-0,0600000000000023;-0,0625
16.01.2021 12:36:37;0;0;-0,0600000000000023;-0,0625
16.01.2021 12:36:41;0;0,001;-0,0600000000000023;-0,0625
16.01.2021 12:36:44;0;0;-0,0600000000000023;-0,0625
16.01.2021 12:36:48;0;0;-0,0600000000000023;-0,0625
16.01.2021 12:36:52;0;0;-0,0699999999999932;-0,0625
16.01.2021 12:36:56;0;0;-0,0699999999999932;-0,0625
16.01.2021 12:37:00;0;0;-0,0699999999999932;-0,0625
16.01.2021 12:37:04;0;0;-0,0699999999999932;-0,0625
16.01.2021 12:37:08;0;0;-0,0699999999999932;-0,0625
16.01.2021 12:37:11;0;0,001;-0,0699999999999932;-0,0625
16.01.2021 12:37:15;0;0;-0,0699999999999932;-0,0625
16.01.2021 12:37:19;0;0;-0,0799999999999841;-0,0625
16.01.2021 12:37:23;0;0;-0,0799999999999841;-0,0625
16.01.2021 12:37:27;0;0;-0,0699999999999932;-0,0625
16.01.2021 12:37:31;0;0;-0,0699999999999932;-0,0625
16.01.2021 12:37:34;0;0;-0,0699999999999932;-0,0625
16.01.2021 12:37:38;0;0;-0,0699999999999932;-0,0625
16.01.2021 12:37:42;0;0;-0,0699999999999932;-0,0625
16.01.2021 12:37:46;0;0;-0,0799999999999841;-0,0625
16.01.2021 12:37:50;0;0,001;-0,0799999999999841;-0,0625
16.01.2021 12:37:54;0;0;-0,0799999999999841;-0,0625
16.01.2021 12:37:58;0;0;-0,0799999999999841;-0,0625
16.01.2021 12:38:01;0;0;-0,0799999999999841;-0,0625
16.01.2021 12:38:05;0;0;-0,089999999999975;-0,0625
16.01.2021 12:38:09;0;0;-0,089999999999975;-0,0625
16.01.2021 12:38:13;0;0;-0,089999999999975;-0,0625
16.01.2021 12:38:17;0;0;-0,089999999999975;-0,0625
16.01.2021 12:38:21;0;0;-0,089999999999975;-0,0625
16.01.2021 12:38:25;0;0;-0,0799999999999841;-0,0625
16.01.2021 12:38:28;0;0;-0,0799999999999841;-0,0625
16.01.2021 12:38:32;0;0;-0,0799999999999841;-0,0625
16.01.2021 12:38:36;0;0;-0,0799999999999841;-0,0625
16.01.2021 12:38:40;0;0;-0,0799999999999841;-0,0625
16.01.2021 12:38:44;0;0;-0,0799999999999841;-0,0625
16.01.2021 12:38:48;0;0;-0,089999999999975;-0,0625
16.01.2021 12:38:51;0;0;-0,0799999999999841;-0,0625
16.01.2021 12:38:55;0;0,001;-0,0799999999999841;-0,0625
16.01.2021 12:38:59;0;0;-0,089999999999975;-0,0625
16.01.2021 12:39:03;0;0;-0,100000000000023;-0,0625
16.01.2021 12:39:07;0;0;-0,100000000000023;-0,0625
16.01.2021 12:39:11;0;0;-0,100000000000023;-0,0625
16.01.2021 12:39:15;0;0;-0,100000000000023;-0,0625
16.01.2021 12:39:18;0;0;-0,100000000000023;-0,0625
16.01.2021 12:39:22;0;0,001;-0,100000000000023;-0,0625
16.01.2021 12:39:26;0;0;-0,100000000000023;-0,0625
16.01.2021 12:39:30;0;0;-0,100000000000023;-0,125
16.01.2021 12:39:34;0;0;-0,100000000000023;-0,0625
16.01.2021 12:39:38;0;0,001;-0,100000000000023;-0,125
16.01.2021 12:39:42;0;0;-0,100000000000023;-0,0625
16.01.2021 12:39:45;0;0,001;-0,100000000000023;-0,0625
16.01.2021 12:39:49;0;0;-0,100000000000023;-0,125
16.01.2021 12:39:53;0;0;-0,100000000000023;-0,125
16.01.2021 12:39:57;0;0;-0,100000000000023;-0,125
16.01.2021 12:40:01;0;0;-0,100000000000023;-0,0625
16.01.2021 12:40:05;0;0;-0,100000000000023;-0,0625
16.01.2021 12:40:08;0;0;-0,110000000000014;-0,125
16.01.2021 12:40:12;0;0;-0,110000000000014;-0,0625
16.01.2021 12:40:16;0;0;-0,110000000000014;-0,0625
16.01.2021 12:40:20;0;0;-0,110000000000014;-0,0625
16.01.2021 12:40:24;0;0;-0,110000000000014;-0,125
16.01.2021 12:40:28;0;0;-0,110000000000014;-0,125
16.01.2021 12:40:31;0;0;-0,110000000000014;-0,125
16.01.2021 12:40:35;0;0;-0,110000000000014;-0,125
16.01.2021 12:40:39;0;0;-0,110000000000014;-0,125
16.01.2021 12:40:43;0;0;-0,110000000000014;-0,125
16.01.2021 12:40:47;0;0;-0,110000000000014;-0,125
16.01.2021 12:40:51;0;0;-0,110000000000014;-0,125
16.01.2021 12:40:54;0;0;-0,110000000000014;-0,125
16.01.2021 12:40:58;0;0;-0,110000000000014;-0,125
16.01.2021 12:41:02;0;0;-0,110000000000014;-0,125
16.01.2021 12:41:06;0;0;-0,110000000000014;-0,125
16.01.2021 12:41:10;0;0;-0,110000000000014;-0,125
16.01.2021 12:41:14;0;0;-0,110000000000014;-0,125
16.01.2021 12:41:17;0;0,001;-0,110000000000014;-0,125
16.01.2021 12:41:21;0;0;-0,110000000000014;-0,125
16.01.2021 12:41:25;0;0;-0,110000000000014;-0,125
16.01.2021 12:41:29;0;0;-0,110000000000014;-0,125
16.01.2021 12:41:33;0;0;-0,110000000000014;-0,125
16.01.2021 12:41:37;0;0;-0,110000000000014;-0,125
16.01.2021 12:41:40;0;0;-0,110000000000014;-0,125
16.01.2021 12:41:44;0;0;-0,110000000000014;-0,125
16.01.2021 12:41:48;0;0;-0,110000000000014;-0,125
16.01.2021 12:41:52;0;0;-0,110000000000014;-0,125
16.01.2021 12:41:56;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:00;0;0;-0,110000000000014;-0,125
16.01.2021 12:42:03;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:07;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:11;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:15;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:19;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:23;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:27;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:30;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:34;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:38;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:42;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:46;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:50;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:53;0;0;-0,120000000000005;-0,125
16.01.2021 12:42:57;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:01;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:05;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:09;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:13;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:17;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:20;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:24;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:28;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:32;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:36;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:40;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:44;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:47;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:51;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:55;0;0;-0,120000000000005;-0,125
16.01.2021 12:43:59;0;0;-0,120000000000005;-0,125
16.01.2021 12:44:03;0;0;-0,120000000000005;-0,125
16.01.2021 12:44:07;0;0;-0,120000000000005;-0,125
16.01.2021 12:44:11;0;0;-0,120000000000005;-0,125
16.01.2021 12:44:14;0;0;-0,120000000000005;-0,125
16.01.2021 12:44:18;0;0;-0,120000000000005;-0,125
16.01.2021 12:44:22;0;0;-0,120000000000005;-0,125
16.01.2021 12:44:26;0;0;-0,120000000000005;-0,125
16.01.2021 12:44:30;0;0;-0,120000000000005;-0,125
16.01.2021 12:44:34;0;0;-0,120000000000005;-0,125
16.01.2021 12:44:37;0;0;-0,120000000000005;-0,125
16.01.2021 12:44:41;0;0;-0,120000000000005;-0,125
16.01.2021 12:44:45;0;0;-0,120000000000005;-0,125
16.01.2021 12:44:49;0;0;-0,110000000000014;-0,125
16.01.2021 12:44:53;0;0;-0,110000000000014;-0,125
16.01.2021 12:44:57;0;0;-0,110000000000014;-0,125
16.01.2021 12:45:01;0;0;-0,110000000000014;-0,125
16.01.2021 12:45:04;35;0;-0,120000000000005;-0,125
16.01.2021 12:45:08;35;0,01;-0,120000000000005;-0,125
16.01.2021 12:45:12;35;0,214;-0,110000000000014;-0,125
16.01.2021 12:45:16;35;0,704;-0,0600000000000023;-0,125
16.01.2021 12:45:20;35;1,384;0,0500000000000114;-0,0625
16.01.2021 12:45:24;35;2,025;0,149999999999977;0
16.01.2021 12:45:27;35;2,779;0,339999999999975;0,0625
16.01.2021 12:45:31;35;3,559;0,560000000000002;0,1875
16.01.2021 12:45:35;35;4,253;0,720000000000027;0,3125
16.01.2021 12:45:39;35;5,058;0,970000000000027;0,5
16.01.2021 12:45:43;35;5,862;1,20999999999998;0,6875
16.01.2021 12:45:47;35;6,582;1,47000000000003;0,875
16.01.2021 12:45:50;35;7,41;1,68000000000001;1,0625
16.01.2021 12:45:54;35;8,245;1,95999999999998;1,3125
16.01.2021 12:45:58;35;8,98;2,25999999999999;1,5
16.01.2021 12:46:02;35;9,81;2,49000000000001;1,75
16.01.2021 12:46:06;35;10,661;2,80000000000001;2
