SetPoint [°C],Timestamp,Chamber temperature [°C],Reference temperature [°C],DUT temperature [°C], Ref. 2 temperature [°C], Ambiente temperature [°C]
40,"04.02.2021 15:48:43",40,39.35,38.8125,39.06,22.28
40,"04.02.2021 15:48:47",40,39.36,38.8125,39.07,22.28
40,"04.02.2021 15:48:51",40,39.36,38.8125,39.07,22.28
40,"04.02.2021 15:48:55",40,39.37,38.8125,39.08,22.28
40,"04.02.2021 15:48:59",40,39.37,38.8125,39.09,22.27
40,"04.02.2021 15:49:03",40,39.38,38.8125,39.09,22.28
40,"04.02.2021 15:49:07",40,39.38,38.8125,39.1,22.27
40,"04.02.2021 15:49:11",40,39.39,38.8125,39.1,22.28
40,"04.02.2021 15:49:15",40,39.39,38.8125,39.11,22.28
40,"04.02.2021 15:49:19",40,39.4,38.8125,39.11,22.28
40,"04.02.2021 15:49:23",40,39.4,38.875,39.12,22.27
40,"04.02.2021 15:49:27",40,39.41,38.875,39.12,22.27
40,"04.02.2021 15:49:31",40,39.41,38.8125,39.13,22.28
40,"04.02.2021 15:49:34",40,39.42,38.875,39.14,22.28
40,"04.02.2021 15:49:38",40,39.42,38.875,39.14,22.28
40,"04.02.2021 15:49:42",40,39.43,38.875,39.14,22.26
40,"04.02.2021 15:49:46",40,39.43,38.875,39.15,22.26
40,"04.02.2021 15:49:50",40,39.44,38.875,39.15,22.25
40,"04.02.2021 15:49:54",40,39.44,38.875,39.16,22.25
40,"04.02.2021 15:49:58",40,39.45,38.875,39.16,22.26
40,"04.02.2021 15:50:02",40,39.45,38.875,39.17,22.26
40,"04.02.2021 15:50:06",40,39.46,38.875,39.17,22.25
40,"04.02.2021 15:50:10",40,39.46,38.875,39.18,22.25
40,"04.02.2021 15:50:14",40,39.47,38.9375,39.18,22.26
40,"04.02.2021 15:50:18",40,39.47,38.9375,39.19,22.25
40,"04.02.2021 15:50:22",40,39.47,38.9375,39.19,22.25
40,"04.02.2021 15:50:25",40,39.48,38.9375,39.2,22.25
40,"04.02.2021 15:50:29",40,39.48,38.9375,39.2,22.25
40,"04.02.2021 15:50:33",40,39.49,38.9375,39.2,22.25
40,"04.02.2021 15:50:37",40,39.49,38.9375,39.21,22.24
40,"04.02.2021 15:50:41",40,39.49,38.9375,39.21,22.25
40,"04.02.2021 15:50:45",40,39.5,38.9375,39.22,22.25
40,"04.02.2021 15:50:49",40,39.5,38.9375,39.22,22.25
40,"04.02.2021 15:50:53",40,39.51,38.9375,39.22,22.25
40,"04.02.2021 15:50:57",40,39.51,38.9375,39.23,22.25
40,"04.02.2021 15:51:01",40,39.51,38.9375,39.23,22.25
40,"04.02.2021 15:51:05",40,39.52,39,39.23,22.25
40,"04.02.2021 15:51:09",40,39.52,38.9375,39.24,22.25
40,"04.02.2021 15:51:12",40,39.52,38.9375,39.24,22.25
40,"04.02.2021 15:51:16",40,39.53,39,39.25,22.25
40,"04.02.2021 15:51:20",40,39.53,38.9375,39.25,22.24
40,"04.02.2021 15:51:24",40,39.53,38.9375,39.25,22.25
40,"04.02.2021 15:51:28",40,39.54,39,39.26,22.24
40,"04.02.2021 15:51:32",40,39.54,39,39.26,22.24
40,"04.02.2021 15:51:36",40,39.54,38.9375,39.26,22.24
40,"04.02.2021 15:51:40",40,39.55,38.9375,39.27,22.24
40,"04.02.2021 15:51:44",40,39.55,39,39.27,22.24
40,"04.02.2021 15:51:48",40,39.55,39,39.27,22.24
40,"04.02.2021 15:51:52",40,39.56,39,39.28,22.24
40,"04.02.2021 15:51:56",40,39.56,39,39.28,22.24
40,"04.02.2021 15:52:00",40,39.56,39,39.28,22.24
40,"04.02.2021 15:52:03",40,39.56,39,39.29,22.24
40,"04.02.2021 15:52:07",40,39.58,39,39.29,22.24
40,"04.02.2021 15:52:11",40,39.58,39,39.29,22.24
40,"04.02.2021 15:52:15",40,39.58,39,39.3,22.24
40,"04.02.2021 15:52:19",40,39.59,39,39.3,22.24
40,"04.02.2021 15:52:23",40,39.59,39,39.3,22.23
40,"04.02.2021 15:52:27",40,39.59,39,39.3,22.23
40,"04.02.2021 15:52:31",40,39.59,39,39.31,22.21
40,"04.02.2021 15:52:35",40,39.6,39,39.31,22.21
40,"04.02.2021 15:52:39",40,39.6,39,39.31,22.21
40,"04.02.2021 15:52:43",40,39.6,39,39.32,22.21
40,"04.02.2021 15:52:47",40,39.61,39,39.32,22.21
40,"04.02.2021 15:52:51",40,39.61,39,39.32,22.21
40,"04.02.2021 15:52:54",40,39.61,39,39.32,22.21
40,"04.02.2021 15:52:58",40,39.61,39,39.33,22.21
40,"04.02.2021 15:53:02",40,39.62,39,39.33,22.2
40,"04.02.2021 15:53:06",40,39.62,39.0625,39.33,22.2
40,"04.02.2021 15:53:10",40,39.62,39,39.33,22.2
40,"04.02.2021 15:53:14",40,39.62,39.0625,39.34,22.2
40,"04.02.2021 15:53:18",40,39.62,39.0625,39.34,22.2
40,"04.02.2021 15:53:22",40,39.63,39.0625,39.34,22.2
40,"04.02.2021 15:53:26",40,39.63,39,39.34,22.2
40,"04.02.2021 15:53:30",40,39.63,39,39.35,22.2
40,"04.02.2021 15:53:34",40,39.63,39.0625,39.35,22.21
40,"04.02.2021 15:53:38",40,39.64,39.0625,39.35,22.21
40,"04.02.2021 15:53:42",40,39.64,39.0625,39.35,22.21
40,"04.02.2021 15:53:46",40,39.64,39.0625,39.35,22.21
40,"04.02.2021 15:53:49",40,39.64,39.0625,39.36,22.21
40,"04.02.2021 15:53:53",40,39.64,39.0625,39.36,22.21
40,"04.02.2021 15:53:57",40,39.65,39.0625,39.36,22.21
40,"04.02.2021 15:54:01",40,39.65,39.0625,39.36,22.21
40,"04.02.2021 15:54:05",40,39.65,39.0625,39.37,22.21
40,"04.02.2021 15:54:09",40,39.65,39.0625,39.37,22.2
40,"04.02.2021 15:54:13",40,39.66,39.0625,39.37,22.21
40,"04.02.2021 15:54:17",40,39.66,39.0625,39.37,22.21
40,"04.02.2021 15:54:21",40,39.66,39.0625,39.37,22.2
40,"04.02.2021 15:54:25",40,39.66,39.0625,39.38,22.21
40,"04.02.2021 15:54:29",40,39.66,39.0625,39.38,22.2
40,"04.02.2021 15:54:33",40,39.66,39.0625,39.38,22.2
40,"04.02.2021 15:54:37",40,39.66,39.0625,39.38,22.2
40,"04.02.2021 15:54:41",40,39.67,39.0625,39.38,22.2
40,"04.02.2021 15:54:45",40,39.67,39.0625,39.38,22.2
40,"04.02.2021 15:54:49",40,39.67,39.0625,39.39,22.2
40,"04.02.2021 15:54:52",40,39.67,39.0625,39.39,22.2
40,"04.02.2021 15:54:56",40,39.68,39.0625,39.39,22.2
40,"04.02.2021 15:55:00",40,39.68,39.0625,39.39,22.2
40,"04.02.2021 15:55:04",40,39.68,39.0625,39.39,22.2
40,"04.02.2021 15:55:08",40,39.68,39.0625,39.4,22.21
40,"04.02.2021 15:55:12",40,39.68,39.0625,39.4,22.21
40,"04.02.2021 15:55:16",40,39.68,39.125,39.4,22.2
40,"04.02.2021 15:55:20",40,39.68,39.0625,39.4,22.2
40,"04.02.2021 15:55:24",40,39.69,39.125,39.4,22.2
40,"04.02.2021 15:55:28",40,39.69,39.125,39.4,22.2
40,"04.02.2021 15:55:32",40,39.69,39.0625,39.41,22.2
40,"04.02.2021 15:55:36",40,39.69,39.0625,39.41,22.2
40,"04.02.2021 15:55:40",40,39.69,39.125,39.41,22.2
40,"04.02.2021 15:55:44",40,39.69,39.125,39.41,22.2
40,"04.02.2021 15:55:47",40,39.69,39.0625,39.41,22.2
40,"04.02.2021 15:55:51",40,39.7,39.125,39.41,22.2
40,"04.02.2021 15:55:55",40,39.7,39.125,39.41,22.2
40,"04.02.2021 15:55:59",40,39.7,39.125,39.42,22.2
40,"04.02.2021 15:56:03",40,39.7,39.125,39.42,22.2
40,"04.02.2021 15:56:07",40,39.7,39.125,39.42,22.18
40,"04.02.2021 15:56:11",40,39.7,39.125,39.42,22.18
40,"04.02.2021 15:56:15",40,39.7,39.0625,39.42,22.17
40,"04.02.2021 15:56:19",40,39.7,39.125,39.42,22.16
40,"04.02.2021 15:56:23",40,39.71,39.125,39.43,22.16
40,"04.02.2021 15:56:27",40,39.71,39.125,39.43,22.16
40,"04.02.2021 15:56:31",40,39.71,39.0625,39.43,22.16
40,"04.02.2021 15:56:35",40,39.71,39.125,39.43,22.16
40,"04.02.2021 15:56:39",40,39.71,39.125,39.43,22.16
40,"04.02.2021 15:56:42",40,39.71,39.125,39.43,22.16
40,"04.02.2021 15:56:46",40,39.71,39.125,39.43,22.16
40,"04.02.2021 15:56:50",40,39.71,39.125,39.43,22.16
40,"04.02.2021 15:56:54",40,39.72,39.125,39.43,22.16
40,"04.02.2021 15:56:58",40,39.72,39.125,39.44,22.17
40,"04.02.2021 15:57:02",40,39.72,39.125,39.44,22.18
40,"04.02.2021 15:57:06",40,39.72,39.125,39.44,22.18
40,"04.02.2021 15:57:10",40,39.72,39.125,39.44,22.18
40,"04.02.2021 15:57:14",40,39.72,39.125,39.44,22.18
40,"04.02.2021 15:57:18",40,39.72,39.125,39.44,22.18
40,"04.02.2021 15:57:22",40,39.72,39.125,39.44,22.18
40,"04.02.2021 15:57:26",40,39.72,39.125,39.44,22.18
40,"04.02.2021 15:57:30",40,39.72,39.125,39.44,22.18
40,"04.02.2021 15:57:34",40,39.73,39.125,39.45,22.18
40,"04.02.2021 15:57:37",40,39.73,39.125,39.45,22.18
40,"04.02.2021 15:57:41",40,39.73,39.125,39.45,22.18
40,"04.02.2021 15:57:45",40,39.73,39.125,39.45,22.18
40,"04.02.2021 15:57:49",40,39.73,39.125,39.45,22.18
40,"04.02.2021 15:57:53",40,39.73,39.125,39.45,22.18
40,"04.02.2021 15:57:57",40,39.73,39.125,39.45,22.18
40,"04.02.2021 15:58:01",40,39.73,39.125,39.45,22.18
40,"04.02.2021 15:58:05",40,39.73,39.125,39.45,22.18
40,"04.02.2021 15:58:09",40,39.73,39.125,39.45,22.18
40,"04.02.2021 15:58:13",40,39.73,39.125,39.46,22.18
40,"04.02.2021 15:58:17",40,39.74,39.125,39.46,22.18
40,"04.02.2021 15:58:21",40,39.74,39.125,39.46,22.18
40,"04.02.2021 15:58:25",40,39.74,39.125,39.46,22.18
40,"04.02.2021 15:58:29",40,39.74,39.1875,39.46,22.18
40,"04.02.2021 15:58:33",40,39.74,39.125,39.46,22.18
40,"04.02.2021 15:58:36",40,39.74,39.125,39.46,22.18
40,"04.02.2021 15:58:40",40,39.74,39.1875,39.46,22.18
40,"04.02.2021 15:58:44",40,39.74,39.1875,39.46,22.18
40,"04.02.2021 15:58:48",40,39.74,39.125,39.46,22.18
40,"04.02.2021 15:58:52",40,39.74,39.125,39.46,22.18
40,"04.02.2021 15:58:56",40,39.74,39.125,39.46,22.18
40,"04.02.2021 15:59:00",40,39.75,39.125,39.46,22.18
40,"04.02.2021 15:59:04",40,39.75,39.125,39.46,22.18
40,"04.02.2021 15:59:08",40,39.75,39.125,39.47,22.18
40,"04.02.2021 15:59:12",40,39.75,39.125,39.47,22.18
40,"04.02.2021 15:59:16",40,39.75,39.1875,39.47,22.18
40,"04.02.2021 15:59:20",40,39.75,39.125,39.47,22.18
40,"04.02.2021 15:59:24",40,39.75,39.125,39.47,22.18
40,"04.02.2021 15:59:28",40,39.75,39.125,39.47,22.18
40,"04.02.2021 15:59:31",40,39.75,39.1875,39.47,22.17
40,"04.02.2021 15:59:35",40,39.75,39.125,39.47,22.16
40,"04.02.2021 15:59:39",40,39.75,39.125,39.47,22.17
40,"04.02.2021 15:59:43",40,39.75,39.1875,39.47,22.16
40,"04.02.2021 15:59:47",40,39.75,39.125,39.47,22.16
40,"04.02.2021 15:59:51",40,39.75,39.125,39.47,22.16
40,"04.02.2021 15:59:55",40,39.75,39.125,39.47,22.17
40,"04.02.2021 15:59:59",40,39.75,39.1875,39.48,22.16
40,"04.02.2021 16:00:03",40,39.76,39.1875,39.48,22.16
40,"04.02.2021 16:00:07",40,39.76,39.125,39.48,22.16
40,"04.02.2021 16:00:11",40,39.76,39.1875,39.48,22.16
40,"04.02.2021 16:00:15",40,39.76,39.1875,39.48,22.16
40,"04.02.2021 16:00:19",40,39.76,39.1875,39.48,22.15
40,"04.02.2021 16:00:23",40,39.76,39.125,39.48,22.15
40,"04.02.2021 16:00:26",40,39.76,39.1875,39.48,22.15
40,"04.02.2021 16:00:30",40,39.76,39.1875,39.48,22.15
40,"04.02.2021 16:00:34",40,39.76,39.1875,39.48,22.16
40,"04.02.2021 16:00:38",40,39.76,39.1875,39.48,22.16
40,"04.02.2021 16:00:42",40,39.76,39.1875,39.48,22.15
40,"04.02.2021 16:00:46",40,39.76,39.1875,39.48,22.15
40,"04.02.2021 16:00:50",40,39.76,39.1875,39.48,22.15
40,"04.02.2021 16:00:54",40,39.76,39.1875,39.48,22.15
40,"04.02.2021 16:00:58",40,39.76,39.1875,39.48,22.14
40,"04.02.2021 16:01:02",40,39.76,39.125,39.49,22.15
40,"04.02.2021 16:01:06",40,39.76,39.125,39.49,22.14
40,"04.02.2021 16:01:10",40,39.77,39.1875,39.49,22.15
40,"04.02.2021 16:01:14",40,39.76,39.1875,39.49,22.15
40,"04.02.2021 16:01:18",40,39.77,39.1875,39.49,22.15
40,"04.02.2021 16:01:22",40,39.77,39.1875,39.49,22.15
40,"04.02.2021 16:01:25",40,39.77,39.1875,39.49,22.14
40,"04.02.2021 16:01:29",40,39.77,39.125,39.49,22.15
