SetPoint [°C],Timestamp,Chamber temperature [°C],Reference temperature [°C],DUT temperature [°C], Ref. 2 temperature [°C], Ambiente temperature [°C]
40,"04.02.2021 14:19:56",40,37.09,36.75,36.78,23.25
40,"04.02.2021 14:20:00",40,37.13,36.75,36.81,23.25
40,"04.02.2021 14:20:04",40,37.17,36.8125,36.84,23.25
40,"04.02.2021 14:20:08",40.001,37.19,36.8125,36.88,23.24
40,"04.02.2021 14:20:12",40.001,37.23,36.875,36.92,23.24
40,"04.02.2021 14:20:16",40.001,37.27,36.875,36.94,23.25
40,"04.02.2021 14:20:20",40,37.3,36.9375,36.98,23.25
40,"04.02.2021 14:20:24",40,37.33,36.9375,37.01,23.25
40,"04.02.2021 14:20:28",40,37.36,37,37.04,23.27
40,"04.02.2021 14:20:32",40,37.39,37.0625,37.07,23.25
40,"04.02.2021 14:20:36",40,37.41,37.0625,37.1,23.27
40,"04.02.2021 14:20:39",40,37.45,37.0625,37.13,23.27
40,"04.02.2021 14:20:43",40,37.47,37.125,37.16,23.28
40,"04.02.2021 14:20:47",40,37.51,37.125,37.2,23.29
40,"04.02.2021 14:20:51",40,37.53,37.125,37.22,23.28
40,"04.02.2021 14:20:55",40,37.57,37.1875,37.25,23.28
40,"04.02.2021 14:20:59",40,37.6,37.1875,37.28,23.29
40,"04.02.2021 14:21:03",40,37.62,37.25,37.31,23.29
40,"04.02.2021 14:21:07",40,37.65,37.25,37.33,23.28
40,"04.02.2021 14:21:11",40,37.68,37.25,37.36,23.28
40,"04.02.2021 14:21:15",40,37.71,37.3125,37.39,23.28
40,"04.02.2021 14:21:19",40,37.73,37.3125,37.42,23.27
40,"04.02.2021 14:21:23",40,37.76,37.375,37.44,23.27
40,"04.02.2021 14:21:26",40,37.79,37.375,37.47,23.25
40,"04.02.2021 14:21:30",40,37.82,37.4375,37.49,23.24
40,"04.02.2021 14:21:34",40,37.84,37.4375,37.52,23.24
40,"04.02.2021 14:21:38",40,37.86,37.4375,37.54,23.24
40,"04.02.2021 14:21:42",40,37.89,37.5,37.57,23.24
40,"04.02.2021 14:21:46",40,37.91,37.5,37.59,23.24
40,"04.02.2021 14:21:50",40,37.93,37.5,37.62,23.24
40,"04.02.2021 14:21:54",40,37.96,37.5,37.64,23.25
40,"04.02.2021 14:21:58",40,37.98,37.5625,37.67,23.25
40,"04.02.2021 14:22:02",40,38.01,37.5625,37.68,23.25
40,"04.02.2021 14:22:06",40,38.02,37.625,37.71,23.27
40,"04.02.2021 14:22:10",40,38.05,37.625,37.73,23.27
40,"04.02.2021 14:22:14",40,38.07,37.625,37.75,23.27
40,"04.02.2021 14:22:17",40,38.09,37.6875,37.78,23.27
40,"04.02.2021 14:22:21",40,38.13,37.6875,37.8,23.27
40,"04.02.2021 14:22:25",40,38.15,37.75,37.82,23.27
40,"04.02.2021 14:22:29",40,38.17,37.75,37.84,23.25
40,"04.02.2021 14:22:33",40,38.19,37.75,37.86,23.25
40,"04.02.2021 14:22:37",40,38.21,37.75,37.88,23.25
40,"04.02.2021 14:22:41",40,38.24,37.8125,37.9,23.25
40,"04.02.2021 14:22:45",40,38.25,37.8125,37.92,23.25
40,"04.02.2021 14:22:49",40,38.27,37.8125,37.94,23.25
40,"04.02.2021 14:22:53",40,38.29,37.8125,37.96,23.24
40,"04.02.2021 14:22:57",40,38.3,37.875,37.98,23.25
40,"04.02.2021 14:23:01",40,38.32,37.875,38,23.25
40,"04.02.2021 14:23:05",40,38.34,37.875,38.02,23.25
40,"04.02.2021 14:23:08",40,38.35,37.9375,38.04,23.27
40,"04.02.2021 14:23:12",40,38.38,37.9375,38.06,23.25
40,"04.02.2021 14:23:16",40,38.41,37.9375,38.08,23.27
40,"04.02.2021 14:23:20",40,38.42,37.9375,38.1,23.27
40,"04.02.2021 14:23:24",40,38.44,38,38.12,23.27
40,"04.02.2021 14:23:28",40,38.46,38,38.13,23.28
40,"04.02.2021 14:23:32",40,38.48,38,38.15,23.28
40,"04.02.2021 14:23:36",40,38.5,38.0625,38.17,23.28
40,"04.02.2021 14:23:40",40,38.51,38.0625,38.19,23.29
40,"04.02.2021 14:23:44",40,38.53,38.0625,38.21,23.28
40,"04.02.2021 14:23:48",40,38.55,38.0625,38.22,23.28
40,"04.02.2021 14:23:52",40,38.56,38.0625,38.25,23.28
40,"04.02.2021 14:23:55",40,38.58,38.125,38.26,23.27
40,"04.02.2021 14:23:59",40,38.59,38.125,38.28,23.27
40,"04.02.2021 14:24:03",40,38.61,38.125,38.29,23.27
40,"04.02.2021 14:24:07",40,38.62,38.125,38.31,23.27
40,"04.02.2021 14:24:11",40,38.64,38.1875,38.32,23.25
40,"04.02.2021 14:24:15",40,38.65,38.1875,38.35,23.24
40,"04.02.2021 14:24:19",40,38.67,38.1875,38.36,23.24
40,"04.02.2021 14:24:23",40,38.68,38.1875,38.37,23.25
40,"04.02.2021 14:24:27",40,38.71,38.1875,38.39,23.24
40,"04.02.2021 14:24:31",40,38.73,38.25,38.41,23.24
40,"04.02.2021 14:24:35",40,38.74,38.25,38.42,23.23
40,"04.02.2021 14:24:39",40,38.76,38.25,38.44,23.23
40,"04.02.2021 14:24:43",40,38.77,38.3125,38.45,23.23
40,"04.02.2021 14:24:47",40,38.78,38.3125,38.47,23.23
40,"04.02.2021 14:24:50",40,38.79,38.3125,38.48,23.23
40,"04.02.2021 14:24:54",40,38.8,38.3125,38.49,23.22
40,"04.02.2021 14:24:58",40,38.81,38.3125,38.51,23.22
40,"04.02.2021 14:25:02",40,38.82,38.3125,38.52,23.21
40,"04.02.2021 14:25:06",40,38.84,38.375,38.53,23.21
40,"04.02.2021 14:25:10",40,38.85,38.375,38.55,23.21
40,"04.02.2021 14:25:14",40,38.86,38.375,38.56,23.22
40,"04.02.2021 14:25:18",40,38.87,38.375,38.57,23.23
40,"04.02.2021 14:25:22",40,38.89,38.375,38.59,23.23
40,"04.02.2021 14:25:26",40,38.9,38.375,38.6,23.21
40,"04.02.2021 14:25:30",40,38.91,38.375,38.61,23.22
40,"04.02.2021 14:25:34",40,38.92,38.4375,38.62,23.22
40,"04.02.2021 14:25:38",40,38.93,38.4375,38.64,23.23
40,"04.02.2021 14:25:41",40,38.95,38.4375,38.65,23.22
40,"04.02.2021 14:25:45",40,38.95,38.4375,38.66,23.23
40,"04.02.2021 14:25:49",40,38.97,38.5,38.67,23.23
40,"04.02.2021 14:25:53",40,38.97,38.5,38.68,23.24
40,"04.02.2021 14:25:57",40,39,38.5,38.7,23.23
40,"04.02.2021 14:26:01",40,39.01,38.5,38.7,23.23
40,"04.02.2021 14:26:05",40,39.02,38.5,38.72,23.23
40,"04.02.2021 14:26:09",40,39.03,38.5,38.73,23.23
40,"04.02.2021 14:26:13",40,39.04,38.5,38.74,23.23
40,"04.02.2021 14:26:17",40,39.05,38.5625,38.75,23.23
40,"04.02.2021 14:26:21",40,39.06,38.5625,38.76,23.23
40,"04.02.2021 14:26:25",40,39.07,38.5625,38.77,23.21
40,"04.02.2021 14:26:29",40,39.08,38.5625,38.78,23.21
40,"04.02.2021 14:26:32",40,39.09,38.5625,38.79,23.2
40,"04.02.2021 14:26:36",40,39.1,38.5625,38.8,23.21
40,"04.02.2021 14:26:40",40,39.11,38.5625,38.81,23.22
40,"04.02.2021 14:26:44",40,39.12,38.5625,38.82,23.23
40,"04.02.2021 14:26:48",40,39.13,38.5625,38.83,23.24
40,"04.02.2021 14:26:52",40,39.14,38.625,38.84,23.24
40,"04.02.2021 14:26:56",40,39.15,38.625,38.85,23.24
40,"04.02.2021 14:27:00",40,39.16,38.625,38.86,23.24
40,"04.02.2021 14:27:04",40,39.16,38.625,38.87,23.24
40,"04.02.2021 14:27:08",40,39.17,38.6875,38.88,23.25
40,"04.02.2021 14:27:12",40,39.18,38.625,38.89,23.25
40,"04.02.2021 14:27:16",40,39.19,38.625,38.89,23.27
40,"04.02.2021 14:27:20",40,39.19,38.6875,38.9,23.25
40,"04.02.2021 14:27:24",40,39.2,38.6875,38.91,23.24
40,"04.02.2021 14:27:28",40.001,39.2,38.6875,38.92,23.25
40,"04.02.2021 14:27:32",40,39.21,38.6875,38.93,23.24
40,"04.02.2021 14:27:35",40,39.22,38.6875,38.94,23.24
40,"04.02.2021 14:27:39",40,39.23,38.6875,38.95,23.24
40,"04.02.2021 14:27:43",40.001,39.24,38.6875,38.95,23.24
40,"04.02.2021 14:27:47",40,39.24,38.75,38.96,23.27
40,"04.02.2021 14:27:51",40,39.25,38.6875,38.97,23.27
40,"04.02.2021 14:27:55",40,39.26,38.75,38.98,23.28
40,"04.02.2021 14:27:59",40,39.28,38.75,38.99,23.29
40,"04.02.2021 14:28:03",40,39.28,38.75,38.99,23.3
40,"04.02.2021 14:28:07",40,39.29,38.75,39,23.3
40,"04.02.2021 14:28:11",40,39.29,38.75,39.01,23.3
40,"04.02.2021 14:28:15",40,39.29,38.75,39.01,23.3
40,"04.02.2021 14:28:19",40,39.3,38.75,39.02,23.3
40,"04.02.2021 14:28:23",40,39.31,38.75,39.03,23.29
40,"04.02.2021 14:28:26",40,39.31,38.75,39.04,23.29
40,"04.02.2021 14:28:30",40,39.32,38.8125,39.04,23.29
40,"04.02.2021 14:28:34",40,39.33,38.8125,39.05,23.3
40,"04.02.2021 14:28:38",40,39.34,38.8125,39.05,23.3
40,"04.02.2021 14:28:42",40,39.34,38.8125,39.06,23.3
40,"04.02.2021 14:28:46",40,39.35,38.8125,39.07,23.31
40,"04.02.2021 14:28:50",40,39.35,38.8125,39.07,23.29
40,"04.02.2021 14:28:54",40,39.36,38.8125,39.08,23.29
40,"04.02.2021 14:28:58",40,39.37,38.8125,39.09,23.29
40,"04.02.2021 14:29:02",40,39.37,38.8125,39.09,23.29
40,"04.02.2021 14:29:06",40,39.38,38.8125,39.1,23.29
40,"04.02.2021 14:29:10",40,39.38,38.8125,39.11,23.29
40,"04.02.2021 14:29:13",40,39.39,38.8125,39.11,23.29
40,"04.02.2021 14:29:17",40,39.39,38.8125,39.12,23.29
40,"04.02.2021 14:29:21",40,39.4,38.875,39.12,23.29
40,"04.02.2021 14:29:25",40,39.41,38.875,39.13,23.29
40,"04.02.2021 14:29:29",40,39.41,38.875,39.14,23.29
40,"04.02.2021 14:29:33",40,39.42,38.875,39.14,23.28
40,"04.02.2021 14:29:37",40,39.42,38.875,39.15,23.27
40,"04.02.2021 14:29:41",40,39.43,38.875,39.15,23.28
40,"04.02.2021 14:29:45",40,39.43,38.875,39.16,23.28
40,"04.02.2021 14:29:49",40,39.44,38.875,39.16,23.29
40,"04.02.2021 14:29:53",40,39.44,38.875,39.17,23.29
40,"04.02.2021 14:29:57",40,39.45,38.875,39.17,23.3
40,"04.02.2021 14:30:01",40,39.45,38.875,39.18,23.3
40,"04.02.2021 14:30:05",39.999,39.46,38.9375,39.18,23.31
40,"04.02.2021 14:30:09",40,39.46,38.875,39.19,23.31
40,"04.02.2021 14:30:12",40,39.47,38.9375,39.19,23.32
40,"04.02.2021 14:30:16",40,39.47,38.9375,39.2,23.32
40,"04.02.2021 14:30:20",40,39.48,38.9375,39.2,23.32
40,"04.02.2021 14:30:24",40,39.48,38.9375,39.21,23.32
40,"04.02.2021 14:30:28",40,39.49,38.9375,39.21,23.32
40,"04.02.2021 14:30:32",40,39.49,38.9375,39.22,23.33
40,"04.02.2021 14:30:36",40,39.49,38.9375,39.22,23.33
40,"04.02.2021 14:30:40",40,39.5,38.9375,39.22,23.33
40,"04.02.2021 14:30:44",40.001,39.5,38.9375,39.23,23.33
40,"04.02.2021 14:30:48",40,39.51,38.9375,39.23,23.33
40,"04.02.2021 14:30:52",40,39.51,38.9375,39.24,23.33
40,"04.02.2021 14:30:56",40,39.52,38.9375,39.24,23.33
40,"04.02.2021 14:31:00",40,39.52,38.9375,39.25,23.33
40,"04.02.2021 14:31:03",40,39.52,38.9375,39.25,23.33
40,"04.02.2021 14:31:07",40.001,39.53,38.9375,39.26,23.33
40,"04.02.2021 14:31:11",40,39.53,38.9375,39.26,23.31
40,"04.02.2021 14:31:15",40,39.54,38.9375,39.26,23.32
40,"04.02.2021 14:31:19",40,39.54,39,39.27,23.32
40,"04.02.2021 14:31:23",40,39.54,39,39.27,23.31
40,"04.02.2021 14:31:27",40,39.55,39,39.27,23.31
40,"04.02.2021 14:31:31",40,39.55,39,39.28,23.3
40,"04.02.2021 14:31:35",40,39.55,39,39.28,23.3
40,"04.02.2021 14:31:39",40,39.56,39,39.29,23.29
40,"04.02.2021 14:31:43",40,39.56,39,39.29,23.28
40,"04.02.2021 14:31:47",40,39.56,39,39.29,23.28
40,"04.02.2021 14:31:51",40,39.58,39,39.3,23.29
40,"04.02.2021 14:31:55",40,39.58,39,39.3,23.28
40,"04.02.2021 14:31:58",40,39.59,39,39.3,23.28
40,"04.02.2021 14:32:02",40,39.59,39,39.31,23.28
40,"04.02.2021 14:32:06",40,39.59,39,39.31,23.28
40,"04.02.2021 14:32:10",40,39.59,39,39.31,23.28
40,"04.02.2021 14:32:14",40,39.6,39.0625,39.32,23.28
40,"04.02.2021 14:32:18",40,39.6,39,39.32,23.28
40,"04.02.2021 14:32:22",40,39.61,39,39.32,23.28
40,"04.02.2021 14:32:26",40,39.61,39,39.33,23.28
40,"04.02.2021 14:32:30",40,39.61,39.0625,39.33,23.28
40,"04.02.2021 14:32:34",40,39.61,39.0625,39.33,23.29
40,"04.02.2021 14:32:38",40,39.62,39.0625,39.34,23.28
40,"04.02.2021 14:32:42",40,39.62,39.0625,39.34,23.28
40,"04.02.2021 14:32:46",40,39.62,39.0625,39.34,23.29
40,"04.02.2021 14:32:49",40,39.63,39.0625,39.34,23.29
40,"04.02.2021 14:32:53",40,39.63,39.0625,39.35,23.29
40,"04.02.2021 14:32:57",40,39.63,39.0625,39.35,23.29
40,"04.02.2021 14:33:01",40,39.63,39.0625,39.35,23.29
40,"04.02.2021 14:33:05",40,39.64,39.0625,39.35,23.28
40,"04.02.2021 14:33:09",40,39.64,39.0625,39.36,23.28
40,"04.02.2021 14:33:13",40,39.64,39.0625,39.36,23.28
40,"04.02.2021 14:33:17",40,39.64,39.0625,39.36,23.28
40,"04.02.2021 14:33:21",40,39.65,39.0625,39.37,23.28
40,"04.02.2021 14:33:25",40,39.65,39.0625,39.37,23.28
40,"04.02.2021 14:33:29",40,39.65,39.0625,39.37,23.29
40,"04.02.2021 14:33:33",40,39.65,39.0625,39.37,23.28
40,"04.02.2021 14:33:37",40,39.66,39.0625,39.38,23.28
40,"04.02.2021 14:33:40",40,39.66,39.0625,39.38,23.28
40,"04.02.2021 14:33:44",40,39.66,39.0625,39.38,23.28
40,"04.02.2021 14:33:48",40,39.66,39.0625,39.38,23.27
40,"04.02.2021 14:33:52",40,39.67,39.0625,39.38,23.27
40,"04.02.2021 14:33:56",40,39.67,39.0625,39.39,23.25
40,"04.02.2021 14:34:00",40,39.67,39.0625,39.39,23.25
40,"04.02.2021 14:34:04",40,39.67,39.0625,39.39,23.27
40,"04.02.2021 14:34:08",40,39.68,39.0625,39.39,23.27
40,"04.02.2021 14:34:12",40,39.68,39.0625,39.4,23.27
40,"04.02.2021 14:34:16",40,39.68,39.0625,39.4,23.27
40,"04.02.2021 14:34:20",40,39.68,39.125,39.4,23.27
40,"04.02.2021 14:34:24",40,39.68,39.0625,39.4,23.27
40,"04.02.2021 14:34:28",40,39.69,39.0625,39.4,23.27
40,"04.02.2021 14:34:31",40,39.69,39.125,39.41,23.28
40,"04.02.2021 14:34:35",40,39.69,39.125,39.41,23.28
40,"04.02.2021 14:34:39",40,39.69,39.125,39.41,23.28
40,"04.02.2021 14:34:43",40,39.69,39.125,39.41,23.29
40,"04.02.2021 14:34:47",40,39.7,39.125,39.41,23.29
40,"04.02.2021 14:34:51",40,39.7,39.125,39.42,23.3
40,"04.02.2021 14:34:55",40,39.7,39.125,39.42,23.3
40,"04.02.2021 14:34:59",40,39.7,39.125,39.42,23.3
40,"04.02.2021 14:35:03",40,39.7,39.125,39.42,23.31
40,"04.02.2021 14:35:07",40,39.71,39.125,39.43,23.3
40,"04.02.2021 14:35:11",40,39.71,39.125,39.43,23.29
40,"04.02.2021 14:35:15",40,39.71,39.125,39.43,23.29
40,"04.02.2021 14:35:19",40,39.71,39.125,39.43,23.28
40,"04.02.2021 14:35:22",40,39.71,39.125,39.43,23.28
40,"04.02.2021 14:35:26",40,39.71,39.125,39.43,23.29
40,"04.02.2021 14:35:30",40,39.72,39.125,39.43,23.28
40,"04.02.2021 14:35:34",40,39.72,39.125,39.44,23.27
40,"04.02.2021 14:35:38",40,39.72,39.125,39.44,23.27
40,"04.02.2021 14:35:42",40,39.72,39.125,39.44,23.27
40,"04.02.2021 14:35:46",40,39.72,39.125,39.44,23.27
40,"04.02.2021 14:35:50",40,39.72,39.125,39.44,23.27
40,"04.02.2021 14:35:54",40,39.73,39.125,39.44,23.25
40,"04.02.2021 14:35:58",40,39.73,39.125,39.45,23.24
40,"04.02.2021 14:36:02",40,39.73,39.125,39.45,23.24
40,"04.02.2021 14:36:06",40,39.73,39.125,39.45,23.23
40,"04.02.2021 14:36:10",40,39.73,39.125,39.45,23.23
40,"04.02.2021 14:36:14",40,39.73,39.125,39.45,23.23
40,"04.02.2021 14:36:17",40,39.73,39.125,39.45,23.23
40,"04.02.2021 14:36:21",40,39.74,39.125,39.46,23.23
40,"04.02.2021 14:36:25",39.999,39.74,39.125,39.46,23.23
40,"04.02.2021 14:36:29",40,39.74,39.125,39.46,23.23
40,"04.02.2021 14:36:33",40,39.74,39.1875,39.46,23.23
40,"04.02.2021 14:36:37",40,39.74,39.125,39.46,23.23
40,"04.02.2021 14:36:41",40,39.74,39.125,39.46,23.23
40,"04.02.2021 14:36:45",40,39.74,39.125,39.46,23.23
40,"04.02.2021 14:36:49",40,39.75,39.125,39.46,23.23
40,"04.02.2021 14:36:53",40,39.75,39.125,39.47,23.23
40,"04.02.2021 14:36:57",40,39.75,39.125,39.47,23.23
40,"04.02.2021 14:37:01",40,39.75,39.125,39.47,23.23
40,"04.02.2021 14:37:05",39.999,39.75,39.1875,39.47,23.22
40,"04.02.2021 14:37:08",40,39.75,39.1875,39.47,23.22
40,"04.02.2021 14:37:12",40,39.75,39.1875,39.47,23.22
40,"04.02.2021 14:37:16",40,39.75,39.125,39.47,23.22
40,"04.02.2021 14:37:20",40,39.76,39.125,39.47,23.23
40,"04.02.2021 14:37:24",40,39.76,39.1875,39.48,23.23
40,"04.02.2021 14:37:28",40,39.76,39.1875,39.48,23.23
40,"04.02.2021 14:37:32",40,39.76,39.1875,39.48,23.23
40,"04.02.2021 14:37:36",40,39.76,39.1875,39.48,23.23
40,"04.02.2021 14:37:40",40,39.76,39.1875,39.48,23.23
40,"04.02.2021 14:37:44",40,39.76,39.1875,39.48,23.24
40,"04.02.2021 14:37:48",40,39.76,39.1875,39.48,23.24
40,"04.02.2021 14:37:52",40,39.76,39.1875,39.48,23.24
40,"04.02.2021 14:37:56",40,39.77,39.1875,39.48,23.23
40,"04.02.2021 14:38:00",40,39.77,39.125,39.49,23.24
40,"04.02.2021 14:38:04",40,39.77,39.1875,39.49,23.24
40,"04.02.2021 14:38:07",40,39.77,39.1875,39.49,23.24
40,"04.02.2021 14:38:11",40,39.77,39.1875,39.49,23.24
40,"04.02.2021 14:38:15",40,39.77,39.1875,39.49,23.24
40,"04.02.2021 14:38:19",40,39.77,39.1875,39.49,23.24
40,"04.02.2021 14:38:23",40,39.77,39.1875,39.49,23.24
40,"04.02.2021 14:38:27",40,39.77,39.1875,39.49,23.24
40,"04.02.2021 14:38:31",40,39.77,39.1875,39.49,23.24
40,"04.02.2021 14:38:35",40,39.77,39.1875,39.5,23.24
40,"04.02.2021 14:38:39",40,39.77,39.1875,39.5,23.24
40,"04.02.2021 14:38:43",40,39.77,39.1875,39.5,23.24
40,"04.02.2021 14:38:47",40,39.77,39.1875,39.5,23.25
40,"04.02.2021 14:38:51",40,39.77,39.1875,39.5,23.27
40,"04.02.2021 14:38:54",40,39.77,39.1875,39.5,23.27
40,"04.02.2021 14:38:58",40,39.77,39.1875,39.5,23.27
40,"04.02.2021 14:39:02",40,39.77,39.1875,39.5,23.27
40,"04.02.2021 14:39:06",40,39.77,39.1875,39.5,23.28
40,"04.02.2021 14:39:10",40,39.77,39.1875,39.5,23.27
40,"04.02.2021 14:39:14",40,39.77,39.1875,39.5,23.28
40,"04.02.2021 14:39:18",40,39.77,39.1875,39.5,23.28
40,"04.02.2021 14:39:22",40,39.77,39.1875,39.5,23.28
40,"04.02.2021 14:39:26",40,39.78,39.1875,39.5,23.28
40,"04.02.2021 14:39:30",40,39.78,39.1875,39.51,23.28
40,"04.02.2021 14:39:34",40,39.78,39.1875,39.51,23.29
40,"04.02.2021 14:39:38",40,39.78,39.1875,39.51,23.29
40,"04.02.2021 14:39:42",40,39.78,39.1875,39.51,23.29
40,"04.02.2021 14:39:46",40,39.78,39.1875,39.51,23.28
40,"04.02.2021 14:39:49",40,39.78,39.1875,39.51,23.28
40,"04.02.2021 14:39:53",39.999,39.78,39.1875,39.51,23.28
40,"04.02.2021 14:39:57",40,39.78,39.1875,39.51,23.27
40,"04.02.2021 14:40:01",40,39.78,39.1875,39.51,23.29
40,"04.02.2021 14:40:05",40,39.78,39.1875,39.51,23.29
40,"04.02.2021 14:40:09",40,39.78,39.1875,39.51,23.28
40,"04.02.2021 14:40:13",40,39.79,39.1875,39.51,23.29
40,"04.02.2021 14:40:17",40,39.79,39.1875,39.51,23.29
40,"04.02.2021 14:40:21",40,39.79,39.1875,39.51,23.29
40,"04.02.2021 14:40:25",39.999,39.79,39.1875,39.52,23.29
40,"04.02.2021 14:40:29",40,39.79,39.1875,39.52,23.3
40,"04.02.2021 14:40:33",40,39.79,39.1875,39.52,23.3
40,"04.02.2021 14:40:37",40,39.79,39.1875,39.52,23.3
40,"04.02.2021 14:40:40",40,39.79,39.1875,39.52,23.29
40,"04.02.2021 14:40:44",40,39.79,39.1875,39.52,23.3
40,"04.02.2021 14:40:48",40,39.79,39.1875,39.52,23.3
40,"04.02.2021 14:40:52",40,39.79,39.1875,39.52,23.31
40,"04.02.2021 14:40:56",40,39.79,39.1875,39.52,23.31
40,"04.02.2021 14:41:00",40,39.79,39.1875,39.52,23.31
40,"04.02.2021 14:41:04",40,39.79,39.1875,39.52,23.31
40,"04.02.2021 14:41:08",40,39.79,39.1875,39.52,23.3
40,"04.02.2021 14:41:12",40,39.8,39.1875,39.52,23.3
40,"04.02.2021 14:41:16",40,39.79,39.1875,39.52,23.3
40,"04.02.2021 14:41:20",40,39.8,39.1875,39.52,23.29
40,"04.02.2021 14:41:24",40,39.8,39.1875,39.52,23.3
40,"04.02.2021 14:41:28",40,39.8,39.1875,39.52,23.3
40,"04.02.2021 14:41:32",40,39.8,39.1875,39.53,23.29
40,"04.02.2021 14:41:35",40,39.8,39.1875,39.53,23.3
40,"04.02.2021 14:41:39",40,39.8,39.1875,39.53,23.29
40,"04.02.2021 14:41:43",40,39.8,39.1875,39.53,23.29
40,"04.02.2021 14:41:47",40,39.8,39.1875,39.53,23.29
40,"04.02.2021 14:41:51",40,39.8,39.1875,39.53,23.29
40,"04.02.2021 14:41:55",40,39.8,39.1875,39.53,23.28
40,"04.02.2021 14:41:59",40,39.8,39.1875,39.53,23.29
40,"04.02.2021 14:42:03",40,39.8,39.1875,39.53,23.29
40,"04.02.2021 14:42:07",40,39.8,39.1875,39.53,23.29
40,"04.02.2021 14:42:11",40,39.8,39.1875,39.53,23.29
40,"04.02.2021 14:42:15",40,39.8,39.1875,39.53,23.29
40,"04.02.2021 14:42:19",40,39.8,39.1875,39.53,23.29
40,"04.02.2021 14:42:23",40,39.8,39.1875,39.53,23.29
40,"04.02.2021 14:42:26",40,39.8,39.1875,39.53,23.29
40,"04.02.2021 14:42:30",40,39.8,39.1875,39.53,23.29
40,"04.02.2021 14:42:34",40,39.8,39.1875,39.53,23.28
40,"04.02.2021 14:42:38",40,39.81,39.1875,39.53,23.28
40,"04.02.2021 14:42:42",40,39.81,39.1875,39.53,23.28
40,"04.02.2021 14:42:46",40,39.81,39.1875,39.54,23.28
40,"04.02.2021 14:42:50",40,39.81,39.25,39.54,23.27
40,"04.02.2021 14:42:54",40,39.81,39.1875,39.54,23.27
40,"04.02.2021 14:42:58",40,39.81,39.1875,39.54,23.28
40,"04.02.2021 14:43:02",40,39.81,39.1875,39.54,23.27
40,"04.02.2021 14:43:06",40,39.81,39.1875,39.54,23.27
40,"04.02.2021 14:43:10",40,39.81,39.1875,39.54,23.27
40,"04.02.2021 14:43:14",40,39.81,39.25,39.54,23.25
40,"04.02.2021 14:43:17",40,39.81,39.25,39.54,23.27
40,"04.02.2021 14:43:21",40,39.81,39.1875,39.54,23.25
40,"04.02.2021 14:43:25",40,39.81,39.1875,39.54,23.25
40,"04.02.2021 14:43:29",40,39.81,39.1875,39.54,23.25
40,"04.02.2021 14:43:33",40,39.81,39.25,39.54,23.25
40,"04.02.2021 14:43:37",40,39.81,39.25,39.54,23.24
40,"04.02.2021 14:43:41",40,39.81,39.1875,39.54,23.24
40,"04.02.2021 14:43:45",40,39.81,39.1875,39.54,23.25
40,"04.02.2021 14:43:49",40,39.81,39.25,39.54,23.24
40,"04.02.2021 14:43:53",40,39.81,39.1875,39.54,23.24
40,"04.02.2021 14:43:57",40,39.81,39.1875,39.54,23.24
40,"04.02.2021 14:44:01",40,39.81,39.1875,39.54,23.24
40,"04.02.2021 14:44:05",40,39.81,39.25,39.54,23.24
40,"04.02.2021 14:44:09",40,39.81,39.1875,39.54,23.24
40,"04.02.2021 14:44:13",40,39.81,39.1875,39.54,23.24
40,"04.02.2021 14:44:16",40,39.81,39.1875,39.54,23.24
40,"04.02.2021 14:44:20",40,39.81,39.1875,39.54,23.24
40,"04.02.2021 14:44:24",40,39.81,39.1875,39.54,23.24
40,"04.02.2021 14:44:28",39.999,39.81,39.25,39.54,23.24
40,"04.02.2021 14:44:32",40,39.82,39.25,39.54,23.24
40,"04.02.2021 14:44:36",40,39.82,39.1875,39.54,23.24
40,"04.02.2021 14:44:40",40,39.82,39.1875,39.55,23.24
40,"04.02.2021 14:44:44",40,39.82,39.1875,39.55,23.23
40,"04.02.2021 14:44:48",40,39.82,39.1875,39.55,23.23
40,"04.02.2021 14:44:52",40,39.82,39.1875,39.55,23.22
40,"04.02.2021 14:44:56",39.999,39.82,39.25,39.55,23.22
40,"04.02.2021 14:45:00",40,39.82,39.1875,39.55,23.22
40,"04.02.2021 14:45:03",40,39.82,39.1875,39.55,23.22
40,"04.02.2021 14:45:07",40,39.82,39.1875,39.55,23.21
40,"04.02.2021 14:45:11",40,39.82,39.25,39.55,23.2
40,"04.02.2021 14:45:15",40,39.82,39.25,39.55,23.18
40,"04.02.2021 14:45:19",40,39.82,39.1875,39.55,23.18
40,"04.02.2021 14:45:23",40,39.82,39.1875,39.55,23.18
40,"04.02.2021 14:45:27",40,39.82,39.25,39.55,23.18
40,"04.02.2021 14:45:31",40,39.82,39.25,39.55,23.18
40,"04.02.2021 14:45:35",40,39.82,39.1875,39.55,23.17
40,"04.02.2021 14:45:39",40,39.82,39.1875,39.55,23.17
